fecha,modo,afluencia
2017-12-04,Metro,5134767
2017-12-04,Ecobici,31439
2017-12-04,Metrobús,1232849
2017-12-05,Metro,5373217
2017-12-05,Ecobici,33672
2017-12-05,Metrobús,1260725
2017-12-06,Metro,5363867
2017-12-06,Ecobici,32772
2017-12-06,Metrobús,1254926
2017-12-07,Metro,5450412
2017-12-07,Ecobici,32439
2017-12-07,Metrobús,1256330
2017-12-08,Metro,5581294
2017-12-08,Ecobici,29948
2017-12-08,Metrobús,1295101
2017-12-09,Metro,4571247
2017-12-09,Ecobici,11657
2017-12-09,Metrobús,828404
2017-12-10,Metro,3013058
2017-12-10,Ecobici,9593
2017-12-10,Metrobús,517641
2017-12-11,Metro,5065471
2017-12-11,Ecobici,27790
2017-12-11,Metrobús,1139536
2017-12-12,Metro,4675707
2017-12-12,Ecobici,25877
2017-12-12,Metrobús,972815
2017-12-13,Metro,5170415
2017-12-13,Ecobici,30158
2017-12-13,Metrobús,1213648
2017-12-14,Metro,5300415
2017-12-14,Ecobici,29936
2017-12-14,Metrobús,1220550
2017-12-15,Metro,5424154
2017-12-15,Ecobici,28179
2017-12-15,Metrobús,1239642
2017-12-16,Metro,4535922
2017-12-16,Ecobici,12494
2017-12-16,Metrobús,848299
2017-12-17,Metro,3123274
2017-12-17,Ecobici,9701
2017-12-17,Metrobús,541812
2017-12-18,Metro,4829045
2017-12-18,Ecobici,27521
2017-12-18,Metrobús,1116056
2017-12-19,Metro,4936328
2017-12-19,Ecobici,28638
2017-12-19,Metrobús,1122996
2017-12-20,Metro,5067685
2017-12-20,Ecobici,28487
2017-12-20,Metrobús,1122842
2017-12-21,Metro,5023123
2017-12-21,Ecobici,25880
2017-12-21,Metrobús,1070267
2017-12-22,Metro,4955208
2017-12-22,Ecobici,22749
2017-12-22,Metrobús,1060443
2017-12-23,Metro,4127449
2017-12-23,Ecobici,10487
2017-12-23,Metrobús,733866
2017-12-24,Metro,2220698
2017-12-24,Ecobici,5963
2017-12-24,Metrobús,376130
2017-12-25,Metro,1653879
2017-12-25,Ecobici,3396
2017-12-25,Metrobús,290756
2017-12-26,Metro,3721531
2017-12-26,Ecobici,16144
2017-12-26,Metrobús,807113
2017-12-27,Metro,4181694
2017-12-27,Ecobici,17270
2017-12-27,Metrobús,871161
2017-12-28,Metro,4241134
2017-12-28,Ecobici,16976
2017-12-28,Metrobús,880939
2017-12-29,Metro,4168005
2017-12-29,Ecobici,14951
2017-12-29,Metrobús,874289
2017-12-30,Metro,3532147
2017-12-30,Ecobici,7668
2017-12-30,Metrobús,656684
2017-12-31,Metro,2033577
2017-12-31,Ecobici,5604
2017-12-31,Metrobús,356479
2018-01-01,Metro,1612532
2018-01-01,Ecobici,3388
2018-01-01,Metrobús,285513
2018-01-02,Metro,3766972
2018-01-02,Ecobici,18556
2018-01-02,Metrobús,865137
2018-01-03,Metro,4410280
2018-01-03,Ecobici,22274
2018-01-03,Metrobús,961297
2018-01-04,Metro,4523878
2018-01-04,Ecobici,23569
2018-01-04,Metrobús,1006899
2018-01-05,Metro,4753081
2018-01-05,Ecobici,23109
2018-01-05,Metrobús,1044685
2018-01-06,Metro,3596088
2018-01-06,Ecobici,10567
2018-01-06,Metrobús,672064
2018-01-07,Metro,2375711
2018-01-07,Ecobici,9736
2018-01-07,Metrobús,432119
2018-01-08,Metro,4713435
2018-01-08,Ecobici,28557
2018-01-08,Metrobús,1106872
2018-01-09,Metro,4761522
2018-01-09,Ecobici,30157
2018-01-09,Metrobús,1138031
2018-01-10,Metro,4867327
2018-01-10,Ecobici,30232
2018-01-10,Metrobús,1151476
2018-01-11,Metro,4936861
2018-01-11,Ecobici,30188
2018-01-11,Metrobús,1153495
2018-01-12,Metro,5052947
2018-01-12,Ecobici,28540
2018-01-12,Metrobús,1191861
2018-01-13,Metro,4039240
2018-01-13,Ecobici,11951
2018-01-13,Metrobús,781156
2018-01-14,Metro,2495303
2018-01-14,Ecobici,9776
2018-01-14,Metrobús,453076
2018-01-15,Metro,4774519
2018-01-15,Ecobici,28697
2018-01-15,Metrobús,1177297
2018-01-16,Metro,4942621
2018-01-16,Ecobici,27944
2018-01-16,Metrobús,1191277
2018-01-17,Metro,4997508
2018-01-17,Ecobici,28217
2018-01-17,Metrobús,1192848
2018-01-18,Metro,5043541
2018-01-18,Ecobici,28960
2018-01-18,Metrobús,1182727
2018-01-19,Metro,5113959
2018-01-19,Ecobici,27922
2018-01-19,Metrobús,1223362
2018-01-20,Metro,4071235
2018-01-20,Ecobici,11916
2018-01-20,Metrobús,798800
2018-01-21,Metro,2494474
2018-01-21,Ecobici,10681
2018-01-21,Metrobús,468040
2018-01-22,Metro,4785136
2018-01-22,Ecobici,29701
2018-01-22,Metrobús,1159964
2018-01-23,Metro,4941821
2018-01-23,Ecobici,29967
2018-01-23,Metrobús,1187717
2018-01-24,Metro,4925598
2018-01-24,Ecobici,24230
2018-01-24,Metrobús,1178928
2018-01-25,Metro,4969885
2018-01-25,Ecobici,28611
2018-01-25,Metrobús,1182122
2018-01-26,Metro,5248256
2018-01-26,Ecobici,27179
2018-01-26,Metrobús,1217723
2018-01-27,Metro,4098296
2018-01-27,Ecobici,11458
2018-01-27,Metrobús,786270
2018-01-28,Metro,2504285
2018-01-28,Ecobici,9125
2018-01-28,Metrobús,451495
2018-01-29,Metro,4795570
2018-01-29,Ecobici,25208
2018-01-29,Metrobús,1136362
2018-01-30,Metro,4916780
2018-01-30,Ecobici,27125
2018-01-30,Metrobús,1159344
2018-01-31,Metro,5039151
2018-01-31,Ecobici,28803
2018-01-31,Metrobús,1194402
2018-02-01,Metro,5000970
2018-02-01,Ecobici,29254
2018-02-01,Metrobús,1236182
2018-02-02,Metro,5310864
2018-02-02,Ecobici,28163
2018-02-02,Metrobús,1238857
2018-02-03,Metro,4158712
2018-02-03,Ecobici,11021
2018-02-03,Metrobús,786381
2018-02-04,Metro,2581773
2018-02-04,Ecobici,9666
2018-02-04,Metrobús,477470
2018-02-05,Metro,2715613
2018-02-05,Ecobici,9932
2018-02-05,Metrobús,542468
2018-02-06,Metro,5050652
2018-02-06,Ecobici,30571
2018-02-06,Metrobús,1234052
2018-02-07,Metro,5252576
2018-02-07,Ecobici,31574
2018-02-07,Metrobús,1248048
2018-02-08,Metro,5311706
2018-02-08,Ecobici,29634
2018-02-08,Metrobús,1227856
2018-02-09,Metro,5383109
2018-02-09,Ecobici,25659
2018-02-09,Metrobús,1267456
2018-02-10,Metro,4324865
2018-02-10,Ecobici,12947
2018-02-10,Metrobús,855933
2018-02-11,Metro,2574892
2018-02-11,Ecobici,11417
2018-02-11,Metrobús,479481
2018-02-12,Metro,5117842
2018-02-12,Ecobici,30836
2018-02-12,Metrobús,1226508
2018-02-13,Metro,5326412
2018-02-13,Ecobici,32293
2018-02-13,Metrobús,1260023
2018-02-14,Metro,5358884
2018-02-14,Ecobici,32486
2018-02-14,Metrobús,1284024
2018-02-15,Metro,5283326
2018-02-15,Ecobici,28502
2018-02-15,Metrobús,1266279
2018-02-16,Metro,5396029
2018-02-16,Ecobici,25434
2018-02-16,Metrobús,1301774
2018-02-17,Metro,4130046
2018-02-17,Ecobici,13948
2018-02-17,Metrobús,821445
2018-02-18,Metro,2673083
2018-02-18,Ecobici,12776
2018-02-18,Metrobús,493816
2018-02-19,Metro,4876499
2018-02-19,Ecobici,31257
2018-02-19,Metrobús,1204278
2018-02-20,Metro,5172330
2018-02-20,Ecobici,33918
2018-02-20,Metrobús,1257412
2018-02-21,Metro,5254450
2018-02-21,Ecobici,33050
2018-02-21,Metrobús,1263992
2018-02-22,Metro,5281375
2018-02-22,Ecobici,32329
2018-02-22,Metrobús,1257467
2018-02-23,Metro,5127237
2018-02-23,Ecobici,31224
2018-02-23,Metrobús,1291737
2018-02-24,Metro,4258476
2018-02-24,Ecobici,15559
2018-02-24,Metrobús,862257
2018-02-25,Metro,2787002
2018-02-25,Ecobici,12308
2018-02-25,Metrobús,515139
2018-02-26,Metro,4988677
2018-02-26,Ecobici,31035
2018-02-26,Metrobús,1224750
2018-02-27,Metro,5159643
2018-02-27,Ecobici,33477
2018-02-27,Metrobús,1251068
2018-02-28,Metro,5211061
2018-02-28,Ecobici,33951
2018-02-28,Metrobús,1293460
2018-03-01,Metro,5372323
2018-03-01,Ecobici,33223
2018-03-01,Metrobús,1284753
2018-03-02,Metro,5469360
2018-03-02,Ecobici,31397
2018-03-02,Metrobús,1323276
2018-03-03,Metro,4303531
2018-03-03,Ecobici,14349
2018-03-03,Metrobús,863320
2018-03-04,Metro,2689886
2018-03-04,Ecobici,12401
2018-03-04,Metrobús,502736
2018-03-05,Metro,5091822
2018-03-05,Ecobici,32214
2018-03-05,Metrobús,1237713
2018-03-06,Metro,5224123
2018-03-06,Ecobici,33833
2018-03-06,Metrobús,1240233
2018-03-07,Metro,5252182
2018-03-07,Ecobici,31737
2018-03-07,Metrobús,1265090
2018-03-08,Metro,5184755
2018-03-08,Ecobici,32991
2018-03-08,Metrobús,1256726
2018-03-09,Metro,5342303
2018-03-09,Ecobici,29190
2018-03-09,Metrobús,1308513
2018-03-10,Metro,4229591
2018-03-10,Ecobici,14361
2018-03-10,Metrobús,854209
2018-03-11,Metro,2733235
2018-03-11,Ecobici,12706
2018-03-11,Metrobús,503933
2018-03-12,Metro,5003692
2018-03-12,Ecobici,30147
2018-03-12,Metrobús,1217409
2018-03-13,Metro,5126420
2018-03-13,Ecobici,33271
2018-03-13,Metrobús,1258039
2018-03-14,Metro,5278036
2018-03-14,Ecobici,30661
2018-03-14,Metrobús,1279928
2018-03-15,Metro,5278716
2018-03-15,Ecobici,30915
2018-03-15,Metrobús,1278847
2018-03-16,Metro,5433048
2018-03-16,Ecobici,30824
2018-03-16,Metrobús,1331568
2018-03-17,Metro,4450593
2018-03-17,Ecobici,12922
2018-03-17,Metrobús,857240
2018-03-18,Metro,2732139
2018-03-18,Ecobici,11009
2018-03-18,Metrobús,524554
2018-03-19,Metro,2702201
2018-03-19,Ecobici,11350
2018-03-19,Metrobús,563232
2018-03-20,Metro,5049230
2018-03-20,Ecobici,31776
2018-03-20,Metrobús,1261355
2018-03-21,Metro,5171893
2018-03-21,Ecobici,31808
2018-03-21,Metrobús,1254690
2018-03-22,Metro,5245101
2018-03-22,Ecobici,32497
2018-03-22,Metrobús,1266822
2018-03-23,Metro,5303348
2018-03-23,Ecobici,31019
2018-03-23,Metrobús,1302846
2018-03-24,Metro,4254455
2018-03-24,Ecobici,15637
2018-03-24,Metrobús,826400
2018-03-25,Metro,2600051
2018-03-25,Ecobici,12494
2018-03-25,Metrobús,476993
2018-03-26,Metro,4374464
2018-03-26,Ecobici,27849
2018-03-26,Metrobús,1034949
2018-03-27,Metro,4518103
2018-03-27,Ecobici,28494
2018-03-27,Metrobús,1056301
2018-03-28,Metro,4459763
2018-03-28,Ecobici,26381
2018-03-28,Metrobús,1085923
2018-03-29,Metro,3302134
2018-03-29,Ecobici,12047
2018-03-29,Metrobús,640755
2018-03-30,Metro,2195809
2018-03-30,Ecobici,8823
2018-03-30,Metrobús,419245
2018-03-31,Metro,2458766
2018-03-31,Ecobici,8857
2018-03-31,Metrobús,508854
2018-04-01,Metro,2170692
2018-04-01,Ecobici,10333
2018-04-01,Metrobús,418446
2018-04-02,Metro,4666420
2018-04-02,Ecobici,28375
2018-04-02,Metrobús,1119337
2018-04-03,Metro,4973383
2018-04-03,Ecobici,29942
2018-04-03,Metrobús,1182170
2018-04-04,Metro,5137158
2018-04-04,Ecobici,28112
2018-04-04,Metrobús,1191985
2018-04-05,Metro,5158998
2018-04-05,Ecobici,28368
2018-04-05,Metrobús,1185947
2018-04-06,Metro,5174017
2018-04-06,Ecobici,26372
2018-04-06,Metrobús,1217173
2018-04-07,Metro,4124121
2018-04-07,Ecobici,14237
2018-04-07,Metrobús,824171
2018-04-08,Metro,2648504
2018-04-08,Ecobici,12980
2018-04-08,Metrobús,489365
2018-04-09,Metro,4948372
2018-04-09,Ecobici,32118
2018-04-09,Metrobús,1217300
2018-04-10,Metro,5163919
2018-04-10,Ecobici,32154
2018-04-10,Metrobús,1249756
2018-04-11,Metro,5134983
2018-04-11,Ecobici,31492
2018-04-11,Metrobús,1255780
2018-04-12,Metro,5242809
2018-04-12,Ecobici,31022
2018-04-12,Metrobús,1246408
2018-04-13,Metro,5270340
2018-04-13,Ecobici,31251
2018-04-13,Metrobús,1316188
2018-04-14,Metro,4353683
2018-04-14,Ecobici,14240
2018-04-14,Metrobús,848592
2018-04-15,Metro,2678280
2018-04-15,Ecobici,11893
2018-04-15,Metrobús,502149
2018-04-16,Metro,5033567
2018-04-16,Ecobici,32185
2018-04-16,Metrobús,1244761
2018-04-17,Metro,5196554
2018-04-17,Ecobici,33720
2018-04-17,Metrobús,1271946
2018-04-18,Metro,5176912
2018-04-18,Ecobici,33262
2018-04-18,Metrobús,1264430
2018-04-19,Metro,5262786
2018-04-19,Ecobici,32760
2018-04-19,Metrobús,1273468
2018-04-20,Metro,5376554
2018-04-20,Ecobici,31061
2018-04-20,Metrobús,1322391
2018-04-21,Metro,4331650
2018-04-21,Ecobici,13598
2018-04-21,Metrobús,828617
2018-04-22,Metro,2711308
2018-04-22,Ecobici,11780
2018-04-22,Metrobús,506745
2018-04-23,Metro,4944266
2018-04-23,Ecobici,30829
2018-04-23,Metrobús,1212947
2018-04-24,Metro,5060601
2018-04-24,Ecobici,32258
2018-04-24,Metrobús,1242647
2018-04-25,Metro,5157568
2018-04-25,Ecobici,32344
2018-04-25,Metrobús,1240661
2018-04-26,Metro,5158216
2018-04-26,Ecobici,31135
2018-04-26,Metrobús,1257460
2018-04-27,Metro,5375786
2018-04-27,Ecobici,30061
2018-04-27,Metrobús,1306517
2018-04-28,Metro,4304368
2018-04-28,Ecobici,11811
2018-04-28,Metrobús,824338
2018-04-29,Metro,2693807
2018-04-29,Ecobici,11142
2018-04-29,Metrobús,545986
2018-04-30,Metro,4751036
2018-04-30,Ecobici,25638
2018-04-30,Metrobús,1172700
2018-05-01,Metro,2958973
2018-05-01,Ecobici,12511
2018-05-01,Metrobús,591338
2018-05-02,Metro,5071020
2018-05-02,Ecobici,31778
2018-05-02,Metrobús,1384591
2018-05-03,Metro,5215245
2018-05-03,Ecobici,31727
2018-05-03,Metrobús,1381955
2018-05-04,Metro,5375822
2018-05-04,Ecobici,28222
2018-05-04,Metrobús,1380261
2018-05-05,Metro,4116559
2018-05-05,Ecobici,13656
2018-05-05,Metrobús,887768
2018-05-06,Metro,2530313
2018-05-06,Ecobici,10915
2018-05-06,Metrobús,519133
2018-05-07,Metro,4972213
2018-05-07,Ecobici,31257
2018-05-07,Metrobús,1323973
2018-05-08,Metro,5028447
2018-05-08,Ecobici,24863
2018-05-08,Metrobús,1350971
2018-05-09,Metro,5140426
2018-05-09,Ecobici,32908
2018-05-09,Metrobús,1396074
2018-05-10,Metro,4410356
2018-05-10,Ecobici,26149
2018-05-10,Metrobús,1043124
2018-05-11,Metro,4983936
2018-05-11,Ecobici,30252
2018-05-11,Metrobús,1378864
2018-05-12,Metro,4054818
2018-05-12,Ecobici,11988
2018-05-12,Metrobús,869414
2018-05-13,Metro,2482696
2018-05-13,Ecobici,11738
2018-05-13,Metrobús,533718
2018-05-14,Metro,4988077
2018-05-14,Ecobici,31656
2018-05-14,Metrobús,1324820
2018-05-15,Metro,4847004
2018-05-15,Ecobici,33274
2018-05-15,Metrobús,1268464
2018-05-16,Metro,5067261
2018-05-16,Ecobici,33121
2018-05-16,Metrobús,1375801
2018-05-17,Metro,5147398
2018-05-17,Ecobici,32889
2018-05-17,Metrobús,1378188
2018-05-18,Metro,5264622
2018-05-18,Ecobici,30717
2018-05-18,Metrobús,1430585
2018-05-19,Metro,4112269
2018-05-19,Ecobici,12133
2018-05-19,Metrobús,887686
2018-05-20,Metro,2621988
2018-05-20,Ecobici,11199
2018-05-20,Metrobús,525193
2018-05-21,Metro,4878097
2018-05-21,Ecobici,30271
2018-05-21,Metrobús,1307707
2018-05-22,Metro,5005065
2018-05-22,Ecobici,30997
2018-05-22,Metrobús,1348936
2018-05-23,Metro,5065366
2018-05-23,Ecobici,33131
2018-05-23,Metrobús,1360144
2018-05-24,Metro,5155078
2018-05-24,Ecobici,33379
2018-05-24,Metrobús,1352794
2018-05-25,Metro,5233578
2018-05-25,Ecobici,30168
2018-05-25,Metrobús,1417945
2018-05-26,Metro,4158606
2018-05-26,Ecobici,13548
2018-05-26,Metrobús,894920
2018-05-27,Metro,2609980
2018-05-27,Ecobici,12530
2018-05-27,Metrobús,549455
2018-05-28,Metro,4973206
2018-05-28,Ecobici,32114
2018-05-28,Metrobús,1309592
2018-05-29,Metro,4924699
2018-05-29,Ecobici,33978
2018-05-29,Metrobús,1348137
2018-05-30,Metro,5099680
2018-05-30,Ecobici,32742
2018-05-30,Metrobús,1353906
2018-05-31,Metro,5115501
2018-05-31,Ecobici,32312
2018-05-31,Metrobús,1344966
2018-06-01,Metro,5254975
2018-06-01,Ecobici,29525
2018-06-01,Metrobús,1442253
2018-06-02,Metro,4276040
2018-06-02,Ecobici,13283
2018-06-02,Metrobús,912323
2018-06-03,Metro,2663040
2018-06-03,Ecobici,11578
2018-06-03,Metrobús,552789
2018-06-04,Metro,4944006
2018-06-04,Ecobici,32151
2018-06-04,Metrobús,1307070
2018-06-05,Metro,5008345
2018-06-05,Ecobici,33471
2018-06-05,Metrobús,1352530
2018-06-06,Metro,5137912
2018-06-06,Ecobici,33506
2018-06-06,Metrobús,1356240
2018-06-07,Metro,5132983
2018-06-07,Ecobici,33406
2018-06-07,Metrobús,1382842
2018-06-08,Metro,5188745
2018-06-08,Ecobici,29393
2018-06-08,Metrobús,1421078
2018-06-09,Metro,4138385
2018-06-09,Ecobici,12832
2018-06-09,Metrobús,854738
2018-06-10,Metro,2590448
2018-06-10,Ecobici,12469
2018-06-10,Metrobús,542207
2018-06-11,Metro,4773056
2018-06-11,Ecobici,29588
2018-06-11,Metrobús,1300847
2018-06-12,Metro,4858760
2018-06-12,Ecobici,24706
2018-06-12,Metrobús,1315543
2018-06-13,Metro,4839435
2018-06-13,Ecobici,20782
2018-06-13,Metrobús,1343678
2018-06-14,Metro,4822482
2018-06-14,Ecobici,16193
2018-06-14,Metrobús,1330946
2018-06-15,Metro,4942508
2018-06-15,Ecobici,21217
2018-06-15,Metrobús,1415013
2018-06-16,Metro,4144812
2018-06-16,Ecobici,12839
2018-06-16,Metrobús,920753
2018-06-17,Metro,2376077
2018-06-17,Ecobici,9717
2018-06-17,Metrobús,491098
2018-06-18,Metro,4671561
2018-06-18,Ecobici,20299
2018-06-18,Metrobús,1294767
2018-06-19,Metro,4802146
2018-06-19,Ecobici,30911
2018-06-19,Metrobús,1327033
2018-06-20,Metro,5015896
2018-06-20,Ecobici,31543
2018-06-20,Metrobús,1342284
2018-06-21,Metro,4898433
2018-06-21,Ecobici,29407
2018-06-21,Metrobús,1335608
2018-06-22,Metro,5047339
2018-06-22,Ecobici,28721
2018-06-22,Metrobús,1401061
2018-06-23,Metro,4236225
2018-06-23,Ecobici,11806
2018-06-23,Metrobús,870992
2018-06-24,Metro,2855797
2018-06-24,Ecobici,9665
2018-06-24,Metrobús,558249
2018-06-25,Metro,4664962
2018-06-25,Ecobici,27163
2018-06-25,Metrobús,1269086
2018-06-26,Metro,4750555
2018-06-26,Ecobici,25377
2018-06-26,Metrobús,1293633
2018-06-27,Metro,4759090
2018-06-27,Ecobici,29556
2018-06-27,Metrobús,1263398
2018-06-28,Metro,4875552
2018-06-28,Ecobici,28063
2018-06-28,Metrobús,1321787
2018-06-29,Metro,5059213
2018-06-29,Ecobici,28948
2018-06-29,Metrobús,1389278
2018-06-30,Metro,3955168
2018-06-30,Ecobici,11947
2018-06-30,Metrobús,856059
2018-07-01,Metro,1719669
2018-07-01,Ecobici,11814
2018-07-01,Metrobús,536578
2018-07-02,Metro,4413120
2018-07-02,Ecobici,26275
2018-07-02,Metrobús,1212599
2018-07-03,Metro,4779671
2018-07-03,Ecobici,28180
2018-07-03,Metrobús,1289740
2018-07-04,Metro,4889122
2018-07-04,Ecobici,30676
2018-07-04,Metrobús,1313104
2018-07-05,Metro,4914545
2018-07-05,Ecobici,30996
2018-07-05,Metrobús,1318001
2018-07-06,Metro,4888537
2018-07-06,Ecobici,28460
2018-07-06,Metrobús,1313657
2018-07-07,Metro,3899937
2018-07-07,Ecobici,11982
2018-07-07,Metrobús,849119
2018-07-08,Metro,2496336
2018-07-08,Ecobici,9681
2018-07-08,Metrobús,500340
2018-07-09,Metro,4546450
2018-07-09,Ecobici,25023
2018-07-09,Metrobús,1237995
2018-07-10,Metro,4657245
2018-07-10,Ecobici,26281
2018-07-10,Metrobús,1251321
2018-07-11,Metro,4780760
2018-07-11,Ecobici,27506
2018-07-11,Metrobús,1270183
2018-07-12,Metro,4872133
2018-07-12,Ecobici,29492
2018-07-12,Metrobús,1296703
2018-07-13,Metro,4963787
2018-07-13,Ecobici,24050
2018-07-13,Metrobús,1332096
2018-07-14,Metro,4024372
2018-07-14,Ecobici,11149
2018-07-14,Metrobús,870121
2018-07-15,Metro,2462370
2018-07-15,Ecobici,10152
2018-07-15,Metrobús,518156
2018-07-16,Metro,4599818
2018-07-16,Ecobici,28558
2018-07-16,Metrobús,1243758
2018-07-17,Metro,4699824
2018-07-17,Ecobici,29147
2018-07-17,Metrobús,1264427
2018-07-18,Metro,4820928
2018-07-18,Ecobici,29322
2018-07-18,Metrobús,1291206
2018-07-19,Metro,4718252
2018-07-19,Ecobici,29769
2018-07-19,Metrobús,1276109
2018-07-20,Metro,4794734
2018-07-20,Ecobici,25140
2018-07-20,Metrobús,1286744
2018-07-21,Metro,4057603
2018-07-21,Ecobici,12986
2018-07-21,Metrobús,862537
2018-07-22,Metro,2597565
2018-07-22,Ecobici,11337
2018-07-22,Metrobús,520062
2018-07-23,Metro,4482923
2018-07-23,Ecobici,28104
2018-07-23,Metrobús,1214187
2018-07-24,Metro,4702509
2018-07-24,Ecobici,29853
2018-07-24,Metrobús,1254758
2018-07-25,Metro,4780434
2018-07-25,Ecobici,29310
2018-07-25,Metrobús,1267808
2018-07-26,Metro,4733878
2018-07-26,Ecobici,26337
2018-07-26,Metrobús,1243054
2018-07-27,Metro,4861980
2018-07-27,Ecobici,26793
2018-07-27,Metrobús,1291156
2018-07-28,Metro,3980797
2018-07-28,Ecobici,12051
2018-07-28,Metrobús,851413
2018-07-29,Metro,2638517
2018-07-29,Ecobici,11084
2018-07-29,Metrobús,540976
2018-07-30,Metro,4686910
2018-07-30,Ecobici,28693
2018-07-30,Metrobús,1247679
2018-07-31,Metro,4869216
2018-07-31,Ecobici,28407
2018-07-31,Metrobús,1297386
2018-08-01,Metro,5070302
2018-08-01,Ecobici,30690
2018-08-01,Metrobús,1351304
2018-08-02,Metro,4998141
2018-08-02,Ecobici,30298
2018-08-02,Metrobús,1332295
2018-08-03,Metro,5084054
2018-08-03,Ecobici,27566
2018-08-03,Metrobús,1364853
2018-08-04,Metro,4097322
2018-08-04,Ecobici,10974
2018-08-04,Metrobús,894348
2018-08-05,Metro,2636833
2018-08-05,Ecobici,8814
2018-08-05,Metrobús,538772
2018-08-06,Metro,4999046
2018-08-06,Ecobici,25047
2018-08-06,Metrobús,1342410
2018-08-07,Metro,5109519
2018-08-07,Ecobici,26806
2018-08-07,Metrobús,1380536
2018-08-08,Metro,5190611
2018-08-08,Ecobici,29868
2018-08-08,Metrobús,1381214
2018-08-09,Metro,5196482
2018-08-09,Ecobici,28412
2018-08-09,Metrobús,1363638
2018-08-10,Metro,5302783
2018-08-10,Ecobici,26631
2018-08-10,Metrobús,1419136
2018-08-11,Metro,4198400
2018-08-11,Ecobici,11636
2018-08-11,Metrobús,880304
2018-08-12,Metro,2556410
2018-08-12,Ecobici,8901
2018-08-12,Metrobús,527363
2018-08-13,Metro,4995865
2018-08-13,Ecobici,23516
2018-08-13,Metrobús,1367289
2018-08-14,Metro,5205570
2018-08-14,Ecobici,30859
2018-08-14,Metrobús,1404561
2018-08-15,Metro,5322133
2018-08-15,Ecobici,24474
2018-08-15,Metrobús,1437541
2018-08-16,Metro,5343581
2018-08-16,Ecobici,28635
2018-08-16,Metrobús,1436330
2018-08-17,Metro,5424028
2018-08-17,Ecobici,26594
2018-08-17,Metrobús,1474888
2018-08-18,Metro,4255673
2018-08-18,Ecobici,12947
2018-08-18,Metrobús,930022
2018-08-19,Metro,2709589
2018-08-19,Ecobici,11059
2018-08-19,Metrobús,554334
2018-08-20,Metro,4963084
2018-08-20,Ecobici,28436
2018-08-20,Metrobús,1382876
2018-08-21,Metro,5073865
2018-08-21,Ecobici,30177
2018-08-21,Metrobús,1418006
2018-08-22,Metro,5194845
2018-08-22,Ecobici,29700
2018-08-22,Metrobús,1437072
2018-08-23,Metro,5193851
2018-08-23,Ecobici,29484
2018-08-23,Metrobús,1435924
2018-08-24,Metro,5343205
2018-08-24,Ecobici,28205
2018-08-24,Metrobús,1494331
2018-08-25,Metro,4197994
2018-08-25,Ecobici,12634
2018-08-25,Metrobús,901852
2018-08-26,Metro,2728236
2018-08-26,Ecobici,11138
2018-08-26,Metrobús,477961
2018-08-27,Metro,4948425
2018-08-27,Ecobici,26198
2018-08-27,Metrobús,1369407
2018-08-28,Metro,5042224
2018-08-28,Ecobici,26711
2018-08-28,Metrobús,1415881
2018-08-29,Metro,5103254
2018-08-29,Ecobici,30397
2018-08-29,Metrobús,1413036
2018-08-30,Metro,5192322
2018-08-30,Ecobici,27624
2018-08-30,Metrobús,1443298
2018-08-31,Metro,5318947
2018-08-31,Ecobici,28520
2018-08-31,Metrobús,1523708
2018-09-01,Metro,4347982
2018-09-01,Ecobici,13509
2018-09-01,Metrobús,945855
2018-09-02,Metro,2713740
2018-09-02,Ecobici,10771
2018-09-02,Metrobús,557967
2018-09-03,Metro,5070396
2018-09-03,Ecobici,30651
2018-09-03,Metrobús,1417520
2018-09-04,Metro,5102367
2018-09-04,Ecobici,32422
2018-09-04,Metrobús,1449069
2018-09-05,Metro,5080039
2018-09-05,Ecobici,31191
2018-09-05,Metrobús,1418828
2018-09-06,Metro,5119847
2018-09-06,Ecobici,29689
2018-09-06,Metrobús,1406587
2018-09-07,Metro,5214936
2018-09-07,Ecobici,30461
2018-09-07,Metrobús,1495366
2018-09-08,Metro,4254953
2018-09-08,Ecobici,12979
2018-09-08,Metrobús,936200
2018-09-09,Metro,2678369
2018-09-09,Ecobici,11371
2018-09-09,Metrobús,570171
2018-09-10,Metro,5063840
2018-09-10,Ecobici,31199
2018-09-10,Metrobús,1405720
2018-09-11,Metro,5125012
2018-09-11,Ecobici,28227
2018-09-11,Metrobús,1432526
2018-09-12,Metro,5168322
2018-09-12,Ecobici,27653
2018-09-12,Metrobús,1449411
2018-09-13,Metro,5222597
2018-09-13,Ecobici,25017
2018-09-13,Metrobús,1450554
2018-09-14,Metro,5310799
2018-09-14,Ecobici,28882
2018-09-14,Metrobús,1477928
2018-09-15,Metro,3644979
2018-09-15,Ecobici,10668
2018-09-15,Metrobús,775101
2018-09-16,Metro,2122520
2018-09-16,Ecobici,6964
2018-09-16,Metrobús,411075
2018-09-17,Metro,4888901
2018-09-17,Ecobici,26538
2018-09-17,Metrobús,1384569
2018-09-18,Metro,5039212
2018-09-18,Ecobici,31148
2018-09-18,Metrobús,1446503
2018-09-19,Metro,5074212
2018-09-19,Ecobici,27875
2018-09-19,Metrobús,1430709
2018-09-20,Metro,5195686
2018-09-20,Ecobici,31300
2018-09-20,Metrobús,1475667
2018-09-21,Metro,5398089
2018-09-21,Ecobici,30253
2018-09-21,Metrobús,1530700
2018-09-22,Metro,4227310
2018-09-22,Ecobici,11255
2018-09-22,Metrobús,932943
2018-09-23,Metro,2676694
