fecha,modo,afluencia
2014-04-08,Metro,4912898
2014-04-08,Ecobici,29878
2014-04-08,Metrobús,836597
2014-04-09,Metro,4945945
2014-04-09,Ecobici,29727
2014-04-09,Metrobús,854842
2014-04-10,Metro,5084762
2014-04-10,Ecobici,29898
2014-04-10,Metrobús,845291
2014-04-11,Metro,5134873
2014-04-11,Ecobici,28215
2014-04-11,Metrobús,870605
2014-04-12,Metro,3984706
2014-04-12,Ecobici,12347
2014-04-12,Metrobús,544238
2014-04-13,Metro,2582047
2014-04-13,Ecobici,11251
2014-04-13,Metrobús,296895
2014-04-14,Metro,4316939
2014-04-14,Ecobici,21790
2014-04-14,Metrobús,696066
2014-04-15,Metro,4384136
2014-04-15,Ecobici,20745
2014-04-15,Metrobús,725925
2014-04-16,Metro,4403887
2014-04-16,Ecobici,22251
2014-04-16,Metrobús,697188
2014-04-17,Metro,2984882
2014-04-17,Ecobici,10246
2014-04-17,Metrobús,402910
2014-04-18,Metro,1941261
2014-04-18,Ecobici,3626
2014-04-18,Metrobús,249530
2014-04-19,Metro,2365469
2014-04-19,Ecobici,8519
2014-04-19,Metrobús,322347
2014-04-20,Metro,2163184
2014-04-20,Ecobici,9654
2014-04-20,Metrobús,266862
2014-04-21,Metro,4471093
2014-04-21,Ecobici,23343
2014-04-21,Metrobús,752181
2014-04-22,Metro,4781386
2014-04-22,Ecobici,25068
2014-04-22,Metrobús,798056
2014-04-23,Metro,4861303
2014-04-23,Ecobici,26531
2014-04-23,Metrobús,788011
2014-04-24,Metro,4862181
2014-04-24,Ecobici,26836
2014-04-24,Metrobús,797393
2014-04-25,Metro,4948489
2014-04-25,Ecobici,25518
2014-04-25,Metrobús,819922
2014-04-26,Metro,3908927
2014-04-26,Ecobici,13767
2014-04-26,Metrobús,540142
2014-04-27,Metro,2528554
2014-04-27,Ecobici,11665
2014-04-27,Metrobús,303484
2014-04-28,Metro,4853608
2014-04-28,Ecobici,27927
2014-04-28,Metrobús,821859
2014-04-29,Metro,4973333
2014-04-29,Ecobici,27842
2014-04-29,Metrobús,832756
2014-04-30,Metro,5040738
2014-04-30,Ecobici,27190
2014-04-30,Metrobús,890344
2014-05-01,Metro,3100871
2014-05-01,Ecobici,11963
2014-05-01,Metrobús,388131
2014-05-02,Metro,4762770
2014-05-02,Ecobici,24233
2014-05-02,Metrobús,797787
2014-05-03,Metro,3810550
2014-05-03,Ecobici,9890
2014-05-03,Metrobús,525780
2014-05-04,Metro,2547140
2014-05-04,Ecobici,10402
2014-05-04,Metrobús,323142
2014-05-05,Metro,4028442
2014-05-05,Ecobici,23699
2014-05-05,Metrobús,660411
2014-05-06,Metro,4964951
2014-05-06,Ecobici,27915
2014-05-06,Metrobús,841680
2014-05-07,Metro,5051088
2014-05-07,Ecobici,26094
2014-05-07,Metrobús,851539
2014-05-08,Metro,5041006
2014-05-08,Ecobici,25236
2014-05-08,Metrobús,836212
2014-05-09,Metro,5085895
2014-05-09,Ecobici,27926
2014-05-09,Metrobús,868075
2014-05-10,Metro,3509315
2014-05-10,Ecobici,9415
2014-05-10,Metrobús,452014
2014-05-11,Metro,2380770
2014-05-11,Ecobici,11659
2014-05-11,Metrobús,297892
2014-05-12,Metro,4776348
2014-05-12,Ecobici,26669
2014-05-12,Metrobús,813801
2014-05-13,Metro,4898839
2014-05-13,Ecobici,25813
2014-05-13,Metrobús,826111
2014-05-14,Metro,5019349
2014-05-14,Ecobici,29146
2014-05-14,Metrobús,847362
2014-05-15,Metro,4932614
2014-05-15,Ecobici,28153
2014-05-15,Metrobús,806750
2014-05-16,Metro,5149402
2014-05-16,Ecobici,27613
2014-05-16,Metrobús,875263
2014-05-17,Metro,4161350
2014-05-17,Ecobici,13261
2014-05-17,Metrobús,568712
2014-05-18,Metro,2566021
2014-05-18,Ecobici,11305
2014-05-18,Metrobús,318188
2014-05-19,Metro,4841325
2014-05-19,Ecobici,27762
2014-05-19,Metrobús,800341
2014-05-20,Metro,4969125
2014-05-20,Ecobici,29709
2014-05-20,Metrobús,850542
2014-05-21,Metro,4989295
2014-05-21,Ecobici,28339
2014-05-21,Metrobús,840330
2014-05-22,Metro,5074493
2014-05-22,Ecobici,26194
2014-05-22,Metrobús,832636
2014-05-23,Metro,4986563
2014-05-23,Ecobici,24853
2014-05-23,Metrobús,852710
2014-05-24,Metro,4018664
2014-05-24,Ecobici,10659
2014-05-24,Metrobús,564212
2014-05-25,Metro,2546720
2014-05-25,Ecobici,10706
2014-05-25,Metrobús,299059
2014-05-26,Metro,4703145
2014-05-26,Ecobici,25820
2014-05-26,Metrobús,795864
2014-05-27,Metro,4885115
2014-05-27,Ecobici,28066
2014-05-27,Metrobús,813482
2014-05-28,Metro,4966929
2014-05-28,Ecobici,26161
2014-05-28,Metrobús,829810
2014-05-29,Metro,4946961
2014-05-29,Ecobici,28342
2014-05-29,Metrobús,822394
2014-05-30,Metro,5208060
2014-05-30,Ecobici,21363
2014-05-30,Metrobús,855705
2014-05-31,Metro,4178486
2014-05-31,Ecobici,10449
2014-05-31,Metrobús,573849
2014-06-01,Metro,2891981
2014-06-01,Ecobici,11084
2014-06-01,Metrobús,361065
2014-06-02,Metro,4778786
2014-06-02,Ecobici,27233
2014-06-02,Metrobús,825782
2014-06-03,Metro,4933074
2014-06-03,Ecobici,28656
2014-06-03,Metrobús,833273
2014-06-04,Metro,4886560
2014-06-04,Ecobici,26326
2014-06-04,Metrobús,850651
2014-06-05,Metro,4860470
2014-06-05,Ecobici,27275
2014-06-05,Metrobús,831537
2014-06-06,Metro,5054274
2014-06-06,Ecobici,24941
2014-06-06,Metrobús,844511
2014-06-07,Metro,3971959
2014-06-07,Ecobici,10327
2014-06-07,Metrobús,567747
2014-06-08,Metro,2549622
2014-06-08,Ecobici,8557
2014-06-08,Metrobús,300158
2014-06-09,Metro,4681149
2014-06-09,Ecobici,22356
2014-06-09,Metrobús,806164
2014-06-10,Metro,4802742
2014-06-10,Ecobici,26469
2014-06-10,Metrobús,821734
2014-06-11,Metro,4924598
2014-06-11,Ecobici,25841
2014-06-11,Metrobús,838989
2014-06-12,Metro,4755088
2014-06-12,Ecobici,27915
2014-06-12,Metrobús,813752
2014-06-13,Metro,4781130
2014-06-13,Ecobici,25841
2014-06-13,Metrobús,832380
2014-06-14,Metro,4006260
2014-06-14,Ecobici,12033
2014-06-14,Metrobús,561999
2014-06-15,Metro,2535109
2014-06-15,Ecobici,9818
2014-06-15,Metrobús,309413
2014-06-16,Metro,4662239
2014-06-16,Ecobici,23039
2014-06-16,Metrobús,807820
2014-06-17,Metro,4570940
2014-06-17,Ecobici,23401
2014-06-17,Metrobús,784547
2014-06-18,Metro,4778703
2014-06-18,Ecobici,22318
2014-06-18,Metrobús,807985
2014-06-19,Metro,4754161
2014-06-19,Ecobici,22910
2014-06-19,Metrobús,807510
2014-06-20,Metro,4783676
2014-06-20,Ecobici,21060
2014-06-20,Metrobús,814892
2014-06-21,Metro,3889195
2014-06-21,Ecobici,10860
2014-06-21,Metrobús,517820
2014-06-22,Metro,2524288
2014-06-22,Ecobici,10020
2014-06-22,Metrobús,303867
2014-06-23,Metro,4394931
2014-06-23,Ecobici,20140
2014-06-23,Metrobús,767298
2014-06-24,Metro,4614871
2014-06-24,Ecobici,20503
2014-06-24,Metrobús,807018
2014-06-25,Metro,4666854
2014-06-25,Ecobici,21244
2014-06-25,Metrobús,822040
2014-06-26,Metro,4704775
2014-06-26,Ecobici,23011
2014-06-26,Metrobús,809273
2014-06-27,Metro,4869029
2014-06-27,Ecobici,26145
2014-06-27,Metrobús,828594
2014-06-28,Metro,4137081
2014-06-28,Ecobici,11491
2014-06-28,Metrobús,551472
2014-06-29,Metro,2516297
2014-06-29,Ecobici,8075
2014-06-29,Metrobús,300866
2014-06-30,Metro,4528595
2014-06-30,Ecobici,19884
2014-06-30,Metrobús,792434
2014-07-01,Metro,4740656
2014-07-01,Ecobici,27651
2014-07-01,Metrobús,830155
2014-07-02,Metro,4842739
2014-07-02,Ecobici,25183
2014-07-02,Metrobús,845918
2014-07-03,Metro,4779120
2014-07-03,Ecobici,26883
2014-07-03,Metrobús,830974
2014-07-04,Metro,4761736
2014-07-04,Ecobici,21985
2014-07-04,Metrobús,827868
2014-07-05,Metro,4166174
2014-07-05,Ecobici,10398
2014-07-05,Metrobús,601488
2014-07-06,Metro,2600552
2014-07-06,Ecobici,9087
2014-07-06,Metrobús,310942
2014-07-07,Metro,4480106
2014-07-07,Ecobici,24351
2014-07-07,Metrobús,775871
2014-07-08,Metro,4630332
2014-07-08,Ecobici,27244
2014-07-08,Metrobús,795112
2014-07-09,Metro,4659916
2014-07-09,Ecobici,25456
2014-07-09,Metrobús,792508
2014-07-10,Metro,4692866
2014-07-10,Ecobici,26054
2014-07-10,Metrobús,801147
2014-07-11,Metro,4818327
2014-07-11,Ecobici,26570
2014-07-11,Metrobús,812610
2014-07-12,Metro,4138091
2014-07-12,Ecobici,13003
2014-07-12,Metrobús,580269
2014-07-13,Metro,2462471
2014-07-13,Ecobici,9140
2014-07-13,Metrobús,286257
2014-07-14,Metro,4407079
2014-07-14,Ecobici,24433
2014-07-14,Metrobús,766950
2014-07-15,Metro,4496075
2014-07-15,Ecobici,25276
2014-07-15,Metrobús,771762
2014-07-16,Metro,4677088
2014-07-16,Ecobici,23933
2014-07-16,Metrobús,795451
2014-07-17,Metro,4653855
2014-07-17,Ecobici,21605
2014-07-17,Metrobús,793163
2014-07-18,Metro,4695522
2014-07-18,Ecobici,22238
2014-07-18,Metrobús,800935
2014-07-19,Metro,4129347
2014-07-19,Ecobici,11412
2014-07-19,Metrobús,590325
2014-07-20,Metro,2626097
2014-07-20,Ecobici,11090
2014-07-20,Metrobús,316371
2014-07-21,Metro,4434296
2014-07-21,Ecobici,26129
2014-07-21,Metrobús,768786
2014-07-22,Metro,4593277
2014-07-22,Ecobici,26113
2014-07-22,Metrobús,781089
2014-07-23,Metro,4664687
2014-07-23,Ecobici,24204
2014-07-23,Metrobús,775183
2014-07-24,Metro,4545736
2014-07-24,Ecobici,25254
2014-07-24,Metrobús,782090
2014-07-25,Metro,4675362
2014-07-25,Ecobici,24264
2014-07-25,Metrobús,799918
2014-07-26,Metro,4061131
2014-07-26,Ecobici,12775
2014-07-26,Metrobús,573454
2014-07-27,Metro,2565210
2014-07-27,Ecobici,10373
2014-07-27,Metrobús,314281
2014-07-28,Metro,4368829
2014-07-28,Ecobici,20865
2014-07-28,Metrobús,770023
2014-07-29,Metro,4540830
2014-07-29,Ecobici,26251
2014-07-29,Metrobús,790190
2014-07-30,Metro,4657323
2014-07-30,Ecobici,26477
2014-07-30,Metrobús,800787
2014-07-31,Metro,4709517
2014-07-31,Ecobici,27344
2014-07-31,Metrobús,808895
2014-08-01,Metro,4873111
2014-08-01,Ecobici,25411
2014-08-01,Metrobús,838464
2014-08-02,Metro,4281550
2014-08-02,Ecobici,12831
2014-08-02,Metrobús,594765
2014-08-03,Metro,2672446
2014-08-03,Ecobici,11108
2014-08-03,Metrobús,321015
2014-08-04,Metro,4799405
2014-08-04,Ecobici,24803
2014-08-04,Metrobús,823729
2014-08-05,Metro,4919890
2014-08-05,Ecobici,28357
2014-08-05,Metrobús,846687
2014-08-06,Metro,4989397
2014-08-06,Ecobici,28186
2014-08-06,Metrobús,833865
2014-08-07,Metro,4905802
2014-08-07,Ecobici,24646
2014-08-07,Metrobús,823276
2014-08-08,Metro,4847121
2014-08-08,Ecobici,22324
2014-08-08,Metrobús,838946
2014-08-09,Metro,4275789
2014-08-09,Ecobici,12886
2014-08-09,Metrobús,609105
2014-08-10,Metro,2695294
2014-08-10,Ecobici,11203
2014-08-10,Metrobús,323291
2014-08-11,Metro,4872591
2014-08-11,Ecobici,24284
2014-08-11,Metrobús,836638
2014-08-12,Metro,4956985
2014-08-12,Ecobici,21333
2014-08-12,Metrobús,844708
2014-08-13,Metro,5212066
2014-08-13,Ecobici,23543
2014-08-13,Metrobús,859246
2014-08-14,Metro,5103509
2014-08-14,Ecobici,25632
2014-08-14,Metrobús,871878
2014-08-15,Metro,5368847
2014-08-15,Ecobici,25458
2014-08-15,Metrobús,911711
2014-08-16,Metro,4533165
2014-08-16,Ecobici,13275
2014-08-16,Metrobús,627448
2014-08-17,Metro,2792708
2014-08-17,Ecobici,10922
2014-08-17,Metrobús,331093
2014-08-18,Metro,4788461
2014-08-18,Ecobici,21422
2014-08-18,Metrobús,848560
2014-08-19,Metro,5082928
2014-08-19,Ecobici,26209
2014-08-19,Metrobús,871476
2014-08-20,Metro,5030378
2014-08-20,Ecobici,27571
2014-08-20,Metrobús,879187
2014-08-21,Metro,5029056
2014-08-21,Ecobici,28415
2014-08-21,Metrobús,877344
2014-08-22,Metro,5118332
2014-08-22,Ecobici,25467
2014-08-22,Metrobús,911497
2014-08-23,Metro,4363466
2014-08-23,Ecobici,10408
2014-08-23,Metrobús,596149
2014-08-24,Metro,2644204
2014-08-24,Ecobici,10907
2014-08-24,Metrobús,315287
2014-08-25,Metro,4888679
2014-08-25,Ecobici,27430
2014-08-25,Metrobús,859089
2014-08-26,Metro,4953065
2014-08-26,Ecobici,29719
2014-08-26,Metrobús,874375
2014-08-27,Metro,5051739
2014-08-27,Ecobici,29371
2014-08-27,Metrobús,885566
2014-08-28,Metro,5110948
2014-08-28,Ecobici,30112
2014-08-28,Metrobús,898122
2014-08-29,Metro,5239586
2014-08-29,Ecobici,28428
2014-08-29,Metrobús,938094
2014-08-30,Metro,4400272
2014-08-30,Ecobici,12042
2014-08-30,Metrobús,614235
2014-08-31,Metro,2739472
2014-08-31,Ecobici,8773
2014-08-31,Metrobús,287031
2014-09-01,Metro,5148195
2014-09-01,Ecobici,24639
2014-09-01,Metrobús,879136
2014-09-02,Metro,5227490
2014-09-02,Ecobici,24985
2014-09-02,Metrobús,917769
2014-09-03,Metro,5181120
2014-09-03,Ecobici,23672
2014-09-03,Metrobús,880315
2014-09-04,Metro,5195034
2014-09-04,Ecobici,24473
2014-09-04,Metrobús,903922
2014-09-05,Metro,5470031
2014-09-05,Ecobici,26726
2014-09-05,Metrobús,939702
2014-09-06,Metro,4450739
2014-09-06,Ecobici,13540
2014-09-06,Metrobús,638130
2014-09-07,Metro,2666904
2014-09-07,Ecobici,12218
2014-09-07,Metrobús,331619
2014-09-08,Metro,5091517
2014-09-08,Ecobici,25141
2014-09-08,Metrobús,874300
2014-09-09,Metro,5299061
2014-09-09,Ecobici,26388
2014-09-09,Metrobús,889177
2014-09-10,Metro,5222451
2014-09-10,Ecobici,27053
2014-09-10,Metrobús,899863
2014-09-11,Metro,5271322
2014-09-11,Ecobici,26007
2014-09-11,Metrobús,903779
2014-09-12,Metro,5463144
2014-09-12,Ecobici,25467
2014-09-12,Metrobús,939205
2014-09-13,Metro,4305612
2014-09-13,Ecobici,11900
2014-09-13,Metrobús,638758
2014-09-14,Metro,2660150
2014-09-14,Ecobici,8758
2014-09-14,Metrobús,312215
2014-09-15,Metro,3898129
2014-09-15,Ecobici,17997
2014-09-15,Metrobús,634067
2014-09-16,Metro,2093775
2014-09-16,Ecobici,8413
2014-09-16,Metrobús,255627
2014-09-17,Metro,5022598
2014-09-17,Ecobici,28257
2014-09-17,Metrobús,885086
2014-09-18,Metro,5346855
2014-09-18,Ecobici,29072
2014-09-18,Metrobús,911019
2014-09-19,Metro,5352251
2014-09-19,Ecobici,25187
2014-09-19,Metrobús,922968
2014-09-20,Metro,4425178
2014-09-20,Ecobici,13901
2014-09-20,Metrobús,630020
2014-09-21,Metro,2639195
2014-09-21,Ecobici,11712
2014-09-21,Metrobús,330662
2014-09-22,Metro,5085941
2014-09-22,Ecobici,23441
2014-09-22,Metrobús,876860
2014-09-23,Metro,5182242
2014-09-23,Ecobici,26282
2014-09-23,Metrobús,888898
2014-09-24,Metro,5286022
2014-09-24,Ecobici,27740
2014-09-24,Metrobús,895655
2014-09-25,Metro,5249255
2014-09-25,Ecobici,28852
2014-09-25,Metrobús,890341
2014-09-26,Metro,5362763
2014-09-26,Ecobici,27314
2014-09-26,Metrobús,912309
2014-09-27,Metro,4395172
2014-09-27,Ecobici,13782
2014-09-27,Metrobús,622286
2014-09-28,Metro,2728366
2014-09-28,Ecobici,10521
2014-09-28,Metrobús,328191
2014-09-29,Metro,4973781
2014-09-29,Ecobici,24072
2014-09-29,Metrobús,861365
2014-09-30,Metro,5251946
2014-09-30,Ecobici,30171
2014-09-30,Metrobús,890661
2014-10-01,Metro,5134376
2014-10-01,Ecobici,29745
2014-10-01,Metrobús,910675
2014-10-02,Metro,4923569
2014-10-02,Ecobici,27525
2014-10-02,Metrobús,879230
2014-10-03,Metro,5263047
2014-10-03,Ecobici,24825
2014-10-03,Metrobús,922202
2014-10-04,Metro,4300334
2014-10-04,Ecobici,10883
2014-10-04,Metrobús,627574
2014-10-05,Metro,2678113
2014-10-05,Ecobici,10958
2014-10-05,Metrobús,335140
2014-10-06,Metro,4872095
2014-10-06,Ecobici,26858
2014-10-06,Metrobús,867961
2014-10-07,Metro,5028036
2014-10-07,Ecobici,30117
2014-10-07,Metrobús,883531
2014-10-08,Metro,5068338
2014-10-08,Ecobici,29599
2014-10-08,Metrobús,874663
2014-10-09,Metro,4977910
2014-10-09,Ecobici,24032
2014-10-09,Metrobús,890236
2014-10-10,Metro,5224822
2014-10-10,Ecobici,25333
2014-10-10,Metrobús,924412
2014-10-11,Metro,4363988
2014-10-11,Ecobici,11995
2014-10-11,Metrobús,613289
2014-10-12,Metro,2614706
2014-10-12,Ecobici,10707
2014-10-12,Metrobús,325239
2014-10-13,Metro,4863675
2014-10-13,Ecobici,27721
2014-10-13,Metrobús,869595
2014-10-14,Metro,4890475
2014-10-14,Ecobici,28654
2014-10-14,Metrobús,879242
2014-10-15,Metro,5177921
2014-10-15,Ecobici,29606
2014-10-15,Metrobús,888834
2014-10-16,Metro,5053698
2014-10-16,Ecobici,27591
2014-10-16,Metrobús,914997
2014-10-17,Metro,5233467
2014-10-17,Ecobici,27425
2014-10-17,Metrobús,932785
2014-10-18,Metro,4437639
2014-10-18,Ecobici,10371
2014-10-18,Metrobús,615020
2014-10-19,Metro,2710225
2014-10-19,Ecobici,9280
2014-10-19,Metrobús,335643
2014-10-20,Metro,4802502
2014-10-20,Ecobici,22594
2014-10-20,Metrobús,851755
2014-10-21,Metro,4941085
2014-10-21,Ecobici,28654
2014-10-21,Metrobús,878423
2014-10-22,Metro,5000667
2014-10-22,Ecobici,30809
2014-10-22,Metrobús,875025
2014-10-23,Metro,4794198
2014-10-23,Ecobici,28770
2014-10-23,Metrobús,849288
2014-10-24,Metro,5204742
2014-10-24,Ecobici,27661
2014-10-24,Metrobús,897590
2014-10-25,Metro,4318264
2014-10-25,Ecobici,12661
2014-10-25,Metrobús,621995
2014-10-26,Metro,2807899
2014-10-26,Ecobici,11610
2014-10-26,Metrobús,344499
2014-10-27,Metro,4849957
2014-10-27,Ecobici,28092
2014-10-27,Metrobús,856982
2014-10-28,Metro,5110517
2014-10-28,Ecobici,30446
2014-10-28,Metrobús,879992
2014-10-29,Metro,5127815
2014-10-29,Ecobici,29768
2014-10-29,Metrobús,882092
2014-10-30,Metro,5078272
2014-10-30,Ecobici,29335
2014-10-30,Metrobús,892348
2014-10-31,Metro,5272657
2014-10-31,Ecobici,26574
2014-10-31,Metrobús,916113
2014-11-01,Metro,4218082
2014-11-01,Ecobici,14271
2014-11-01,Metrobús,579343
2014-11-02,Metro,2603821
2014-11-02,Ecobici,9548
2014-11-02,Metrobús,330565
2014-11-03,Metro,4840725
2014-11-03,Ecobici,28047
2014-11-03,Metrobús,854740
2014-11-04,Metro,4950392
2014-11-04,Ecobici,29790
2014-11-04,Metrobús,879938
2014-11-05,Metro,4942253
2014-11-05,Ecobici,31965
2014-11-05,Metrobús,865007
2014-11-06,Metro,4914098
2014-11-06,Ecobici,29681
2014-11-06,Metrobús,864124
2014-11-07,Metro,5096640
2014-11-07,Ecobici,28981
2014-11-07,Metrobús,899111
2014-11-08,Metro,4354785
2014-11-08,Ecobici,13525
2014-11-08,Metrobús,633688
2014-11-09,Metro,2649346
2014-11-09,Ecobici,10605
2014-11-09,Metrobús,340480
2014-11-10,Metro,4811923
2014-11-10,Ecobici,28385
2014-11-10,Metrobús,850151
2014-11-11,Metro,5001141
2014-11-11,Ecobici,25830
2014-11-11,Metrobús,867240
2014-11-12,Metro,5004914
2014-11-12,Ecobici,29813
2014-11-12,Metrobús,885663
2014-11-13,Metro,5105544
2014-11-13,Ecobici,29231
2014-11-13,Metrobús,891194
2014-11-14,Metro,5309305
2014-11-14,Ecobici,26009
2014-11-14,Metrobús,951518
2014-11-15,Metro,4462399
2014-11-15,Ecobici,12401
2014-11-15,Metrobús,622823
2014-11-16,Metro,2843826
2014-11-16,Ecobici,10545
2014-11-16,Metrobús,362237
2014-11-17,Metro,2938568
2014-11-17,Ecobici,10185
2014-11-17,Metrobús,414382
2014-11-18,Metro,4783908
2014-11-18,Ecobici,28339
2014-11-18,Metrobús,870399
2014-11-19,Metro,4960718
2014-11-19,Ecobici,28194
2014-11-19,Metrobús,877950
2014-11-20,Metro,4762167
2014-11-20,Ecobici,28956
2014-11-20,Metrobús,783531
2014-11-21,Metro,5035458
2014-11-21,Ecobici,25504
2014-11-21,Metrobús,916818
2014-11-22,Metro,4409810
2014-11-22,Ecobici,12973
2014-11-22,Metrobús,615613
2014-11-23,Metro,2714497
2014-11-23,Ecobici,11623
2014-11-23,Metrobús,357960
2014-11-24,Metro,4814036
2014-11-24,Ecobici,27967
2014-11-24,Metrobús,851017
2014-11-25,Metro,4945365
2014-11-25,Ecobici,29310
2014-11-25,Metrobús,876137
2014-11-26,Metro,5022530
2014-11-26,Ecobici,28629
2014-11-26,Metrobús,890112
2014-11-27,Metro,5064778
2014-11-27,Ecobici,26829
2014-11-27,Metrobús,880185
2014-11-28,Metro,5314097
2014-11-28,Ecobici,26300
2014-11-28,Metrobús,921293
2014-11-29,Metro,4437656
2014-11-29,Ecobici,12249
2014-11-29,Metrobús,622528
2014-11-30,Metro,2866229
2014-11-30,Ecobici,10994
2014-11-30,Metrobús,360768
2014-12-01,Metro,4856716
2014-12-01,Ecobici,27786
2014-12-01,Metrobús,863926
2014-12-02,Metro,5031546
2014-12-02,Ecobici,28774
2014-12-02,Metrobús,887227
2014-12-03,Metro,5084369
2014-12-03,Ecobici,28483
2014-12-03,Metrobús,889250
2014-12-04,Metro,5047653
2014-12-04,Ecobici,27531
2014-12-04,Metrobús,891363
2014-12-05,Metro,5251732
2014-12-05,Ecobici,26476
2014-12-05,Metrobús,929461
2014-12-06,Metro,4522311
2014-12-06,Ecobici,13165
2014-12-06,Metrobús,601527
2014-12-07,Metro,2927350
2014-12-07,Ecobici,9992
2014-12-07,Metrobús,364135
2014-12-08,Metro,4862523
2014-12-08,Ecobici,25655
2014-12-08,Metrobús,852948
2014-12-09,Metro,4981653
2014-12-09,Ecobici,26917
2014-12-09,Metrobús,871569
2014-12-10,Metro,5098166
2014-12-10,Ecobici,27016
2014-12-10,Metrobús,885718
2014-12-11,Metro,5101105
2014-12-11,Ecobici,26075
2014-12-11,Metrobús,893342
2014-12-12,Metro,4916184
2014-12-12,Ecobici,21571
2014-12-12,Metrobús,802580
2014-12-13,Metro,4126727
2014-12-13,Ecobici,11495
2014-12-13,Metrobús,613836
2014-12-14,Metro,2882245
2014-12-14,Ecobici,9565
2014-12-14,Metrobús,370741
2014-12-15,Metro,4851283
2014-12-15,Ecobici,25391
2014-12-15,Metrobús,850756
2014-12-16,Metro,4838213
2014-12-16,Ecobici,26014
2014-12-16,Metrobús,858314
2014-12-17,Metro,5005494
2014-12-17,Ecobici,25922
2014-12-17,Metrobús,869770
2014-12-18,Metro,4981818
2014-12-18,Ecobici,24567
2014-12-18,Metrobús,867995
2014-12-19,Metro,5034327
2014-12-19,Ecobici,23534
2014-12-19,Metrobús,884130
2014-12-20,Metro,4509925
2014-12-20,Ecobici,10658
2014-12-20,Metrobús,607399
2014-12-21,Metro,3182065
2014-12-21,Ecobici,9075
2014-12-21,Metrobús,382975
2014-12-22,Metro,4650757
2014-12-22,Ecobici,19257
2014-12-22,Metrobús,760381
2014-12-23,Metro,4701663
2014-12-23,Ecobici,18961
2014-12-23,Metrobús,758083
2014-12-24,Metro,3459201
2014-12-24,Ecobici,4482
2014-12-24,Metrobús,461612
2014-12-25,Metro,1797971
2014-12-25,Ecobici,2877
2014-12-25,Metrobús,193699
2014-12-26,Metro,3629855
2014-12-26,Ecobici,12157
2014-12-26,Metrobús,605857
2014-12-27,Metro,3767649
2014-12-27,Ecobici,7320
2014-12-27,Metrobús,501583
2014-12-28,Metro,2674818
2014-12-28,Ecobici,7211
2014-12-28,Metrobús,325660
2014-12-29,Metro,4088028
2014-12-29,Ecobici,15053
2014-12-29,Metrobús,648925
2014-12-30,Metro,4154828
2014-12-30,Ecobici,15343
2014-12-30,Metrobús,658036
2014-12-31,Metro,3264652
2014-12-31,Ecobici,9400
2014-12-31,Metrobús,456234
2015-01-01,Metro,1799702
2015-01-01,Ecobici,3447
2015-01-01,Metrobús,195175
2015-01-02,Metro,3690672
2015-01-02,Ecobici,11911
2015-01-02,Metrobús,588788
2015-01-03,Metro,3704793
2015-01-03,Ecobici,8092
2015-01-03,Metrobús,511353
2015-01-04,Metro,2772309
2015-01-04,Ecobici,8686
2015-01-04,Metrobús,345869
2015-01-05,Metro,4626176
2015-01-05,Ecobici,18546
2015-01-05,Metrobús,776536
2015-01-06,Metro,4225379
2015-01-06,Ecobici,19797
2015-01-06,Metrobús,684076
2015-01-07,Metro,4646917
2015-01-07,Ecobici,22887
2015-01-07,Metrobús,809857
2015-01-08,Metro,4723814
2015-01-08,Ecobici,22663
2015-01-08,Metrobús,815465
2015-01-09,Metro,4781263
2015-01-09,Ecobici,22126
2015-01-09,Metrobús,848165
2015-01-10,Metro,3992785
2015-01-10,Ecobici,11222
2015-01-10,Metrobús,571942
2015-01-11,Metro,2560169
2015-01-11,Ecobici,10364
2015-01-11,Metrobús,333199
2015-01-12,Metro,4785906
2015-01-12,Ecobici,24966
2015-01-12,Metrobús,845289
2015-01-13,Metro,4902301
2015-01-13,Ecobici,25729
2015-01-13,Metrobús,868831
2015-01-14,Metro,4969151
2015-01-14,Ecobici,27108
2015-01-14,Metrobús,863097
2015-01-15,Metro,4966808
2015-01-15,Ecobici,27202
2015-01-15,Metrobús,887912
2015-01-16,Metro,5181089
2015-01-16,Ecobici,26927
2015-01-16,Metrobús,927157
2015-01-17,Metro,4259374
2015-01-17,Ecobici,12134
2015-01-17,Metrobús,628213
2015-01-18,Metro,2635259
2015-01-18,Ecobici,10812
2015-01-18,Metrobús,338633
2015-01-19,Metro,4797838
2015-01-19,Ecobici,26662
2015-01-19,Metrobús,866673
2015-01-20,Metro,4932341
2015-01-20,Ecobici,28134
2015-01-20,Metrobús,885847
2015-01-21,Metro,5004815
2015-01-21,Ecobici,28133
2015-01-21,Metrobús,885119
2015-01-22,Metro,5031797
2015-01-22,Ecobici,28262
2015-01-22,Metrobús,883479
2015-01-23,Metro,5143902
2015-01-23,Ecobici,26820
2015-01-23,Metrobús,922414
2015-01-24,Metro,4178769
2015-01-24,Ecobici,12556
2015-01-24,Metrobús,598527
2015-01-25,Metro,2638974
2015-01-25,Ecobici,10583
2015-01-25,Metrobús,342362
2015-01-26,Metro,4984995
2015-01-26,Ecobici,27841
2015-01-26,Metrobús,806798
2015-01-27,Metro,5033464
2015-01-27,Ecobici,28715
2015-01-27,Metrobús,887324
2015-01-28,Metro,5083845
2015-01-28,Ecobici,28396
2015-01-28,Metrobús,889705
2015-01-29,Metro,5094500
2015-01-29,Ecobici,27805
2015-01-29,Metrobús,888678
2015-01-30,Metro,5343710
