linea,estacion,anio,mes,afluencia
Linea 12,Atlalilco,2010,01,0
Linea 12,Atlalilco,2010,02,0
Linea 12,Atlalilco,2010,03,0
Linea 12,Atlalilco,2010,04,0
Linea 12,Atlalilco,2010,05,0
Linea 12,Atlalilco,2010,06,0
Linea 12,Atlalilco,2010,07,0
Linea 12,Atlalilco,2010,08,0
Linea 12,Atlalilco,2010,09,0
Linea 12,Atlalilco,2010,10,0
Linea 12,Atlalilco,2010,11,0
Linea 12,Atlalilco,2010,12,0
Linea 12,Atlalilco,2011,01,0
Linea 12,Atlalilco,2011,02,0
Linea 12,Atlalilco,2011,03,0
Linea 12,Atlalilco,2011,04,0
Linea 12,Atlalilco,2011,05,0
Linea 12,Atlalilco,2011,06,0
Linea 12,Atlalilco,2011,07,0
Linea 12,Atlalilco,2011,08,0
Linea 12,Atlalilco,2011,09,0
Linea 12,Atlalilco,2011,10,0
Linea 12,Atlalilco,2011,11,0
Linea 12,Atlalilco,2011,12,0
Linea 12,Atlalilco,2012,01,0
Linea 12,Atlalilco,2012,02,0
Linea 12,Atlalilco,2012,03,0
Linea 12,Atlalilco,2012,04,0
Linea 12,Atlalilco,2012,05,0
Linea 12,Atlalilco,2012,06,0
Linea 12,Atlalilco,2012,07,0
Linea 12,Atlalilco,2012,08,0
Linea 12,Atlalilco,2012,09,0
Linea 12,Atlalilco,2012,10,0
Linea 12,Atlalilco,2012,11,172596
Linea 12,Atlalilco,2012,12,211606
Linea 12,Atlalilco,2013,01,231419
Linea 12,Atlalilco,2013,02,228601
Linea 12,Atlalilco,2013,03,240146
Linea 12,Atlalilco,2013,04,269082
Linea 12,Atlalilco,2013,05,288605
Linea 12,Atlalilco,2013,06,286967
Linea 12,Atlalilco,2013,07,305938
Linea 12,Atlalilco,2013,08,325000
Linea 12,Atlalilco,2013,09,313383
Linea 12,Atlalilco,2013,10,354722
Linea 12,Atlalilco,2013,11,331581
Linea 12,Atlalilco,2013,12,290894
Linea 12,Atlalilco,2014,01,292828
Linea 12,Atlalilco,2014,02,282228
Linea 12,Atlalilco,2014,03,1047935
Linea 12,Atlalilco,2014,04,1449019
Linea 12,Atlalilco,2014,05,1542506
Linea 12,Atlalilco,2014,06,1434904
Linea 12,Atlalilco,2014,07,1437123
Linea 12,Atlalilco,2014,08,1472970
Linea 12,Atlalilco,2014,09,1384568
Linea 12,Atlalilco,2014,10,1458009
Linea 12,Atlalilco,2014,11,1490985
Linea 12,Atlalilco,2014,12,1251072
Linea 12,Atlalilco,2015,01,1437424
Linea 12,Atlalilco,2015,02,1373146
Linea 12,Atlalilco,2015,03,1305102
Linea 12,Atlalilco,2015,04,1219074
Linea 12,Atlalilco,2015,05,1266004
Linea 12,Atlalilco,2015,06,1267495
Linea 12,Atlalilco,2015,07,1271472
Linea 12,Atlalilco,2015,08,1286143
Linea 12,Atlalilco,2015,09,1267434
Linea 12,Atlalilco,2015,10,1260553
Linea 12,Atlalilco,2015,11,338300
Linea 12,Atlalilco,2015,12,358991
Linea 12,Atlalilco,2016,01,352779
Linea 12,Atlalilco,2016,02,366410
Linea 12,Atlalilco,2016,03,328074
Linea 12,Atlalilco,2016,04,385436
Linea 12,Atlalilco,2016,05,382778
Linea 12,Atlalilco,2016,06,374696
Linea 12,Atlalilco,2016,07,361545
Linea 12,Atlalilco,2016,08,398783
Linea 12,Atlalilco,2016,09,383361
Linea 12,Atlalilco,2016,10,404143
Linea 12,Atlalilco,2016,11,387518
Linea 12,Atlalilco,2016,12,372128
Linea 12,Atlalilco,2017,01,378388
Linea 12,Atlalilco,2017,02,363238
Linea 12,Atlalilco,2017,03,414700
Linea 12,Atlalilco,2017,04,352755
Linea 12,Atlalilco,2017,05,400070
Linea 12,Atlalilco,2017,06,395023
Linea 12,Atlalilco,2017,07,378329
Linea 12,Atlalilco,2017,08,417821
Linea 12,Atlalilco,2017,09,276868
Linea 12,Atlalilco,2017,10,398094
Linea 12,Atlalilco,2017,11,400091
Linea 12,Atlalilco,2017,12,376531
Linea 12,Atlalilco,2018,01,387481
Linea 12,Atlalilco,2018,02,351904
Linea 12,Atlalilco,2018,03,393237
Linea 12,Atlalilco,2018,04,403639
Linea 12,Atlalilco,2018,05,422531
Linea 12,Atlalilco,2018,06,409606
Linea 12,Atlalilco,2018,07,402249
Linea 12,Atlalilco,2018,08,447994
Linea 12,Atlalilco,2018,09,422358
Linea 12,Atlalilco,2018,10,466467
Linea 12,Atlalilco,2018,11,413826
Linea 12,Atlalilco,2018,12,390356
Linea 12,Atlalilco,2019,01,423600
Linea 12,Atlalilco,2019,02,409169
Linea 12,Atlalilco,2019,03,419782
Linea 12,Atlalilco,2019,04,393104
Linea 12,Atlalilco,2019,05,462717
Linea 12,Atlalilco,2019,06,420804
Linea 12,Atlalilco,2019,07,423349
Linea 12,Atlalilco,2019,08,455792
Linea 12,Atlalilco,2019,09,410827
Linea 12,Atlalilco,2019,10,437761
Linea 12,Atlalilco,2019,11,448132
Linea 12,Atlalilco,2019,12,407796
Linea 12,Atlalilco,2020,01,413458
Linea 12,Atlalilco,2020,02,401203
Linea 12,Atlalilco,2020,03,355287
Linea 12,Atlalilco,2020,04,150846
Linea 12,Atlalilco,2020,05,128079
Linea 12,Atlalilco,2020,06,156893
Linea 12,Atlalilco,2020,07,197367
Linea 12,Atlalilco,2020,08,212428
Linea 12,Atlalilco,2020,09,219658
Linea 12,Atlalilco,2020,10,245657
Linea 12,Atlalilco,2020,11,233162
Linea 12,Atlalilco,2020,12,229774
Linea 12,Atlalilco,2021,01,185771
Linea 12,Atlalilco,2021,02,191478
Linea 12,Atlalilco,2021,03,230386
Linea 12,Atlalilco,2021,04,222473
Linea 12,Atlalilco,2021,05,17615
Linea 12,Atlalilco,2021,06,0
Linea 12,Atlalilco,2021,07,0
Linea 12,Atlalilco,2021,08,0
Linea 12,Atlalilco,2021,09,0
Linea 12,Atlalilco,2021,10,0
Linea 12,Atlalilco,2021,11,0
Linea 12,Atlalilco,2021,12,0
Linea 12,Atlalilco,2022,01,0
Linea 12,Atlalilco,2022,02,0
Linea 12,Atlalilco,2022,03,0
Linea 12,Atlalilco,2022,04,0
Linea 12,Atlalilco,2022,05,0
Linea 12,Atlalilco,2022,06,0
Linea 12,Atlalilco,2022,07,0
Linea 12,Atlalilco,2022,08,0
Linea 12,Atlalilco,2022,09,0
Linea 12,Atlalilco,2022,10,0
Linea 12,Atlalilco,2022,11,0
Linea 12,Atlalilco,2022,12,0
Linea 12,Atlalilco,2023,01,407156
Linea 12,Atlalilco,2023,02,732198
Linea 12,Atlalilco,2023,03,814810
Linea 12,Atlalilco,2023,04,740483
Linea 12,Atlalilco,2023,05,852961
Linea 12,Atlalilco,2023,06,739155
Linea 12,Atlalilco,2023,07,510956
Linea 12,Atlalilco,2023,08,314373
Linea 12,Atlalilco,2023,09,312136
Linea 12,Atlalilco,2023,10,328277
Linea 12,Atlalilco,2023,11,309717
Linea 12,Atlalilco,2023,12,282383
Linea 12,Atlalilco,2024,01,280947
Linea 12,Atlalilco,2024,02,342741
Linea 12,Atlalilco,2024,03,340518
Linea 12,Atlalilco,2024,04,358862
Linea 12,Atlalilco,2024,05,364734
Linea 12,Atlalilco,2024,06,344388
Linea 12,Atlalilco,2024,07,361028
Linea 12,Atlalilco,2024,08,378169
Linea 12,Atlalilco,2024,09,362231
Linea 12,Atlalilco,2024,10,382716
Linea 12,Atlalilco,2024,11,359933
Linea 12,Atlalilco,2024,12,331337
Linea 12,Atlalilco,2025,01,341382
Linea 12,Atlalilco,2025,02,331060
Linea 12,Atlalilco,2025,03,372210
Linea 12,Atlalilco,2025,04,347179
Linea 12,Atlalilco,2025,05,366499
Linea 12,Atlalilco,2025,06,355144
Linea 12,Atlalilco,2025,07,366722
Linea 12,Atlalilco,2025,08,366151
Linea 12,Atlalilco,2025,09,363698
Linea 12,Atlalilco,2025,10,390854
Linea 12,Atlalilco,2025,11,406580
Linea 12,Atlalilco,2025,12,353453
Linea 12,Atlalilco,2026,01,345677
Linea 12,Atlalilco,2026,02,341221
Linea 12,Atlalilco,2026,03,367483
Linea 12,Atlalilco,2026,04,344770
Linea 12,Atlalilco,2026,05,355612
Linea 12,Atlalilco,2026,06,344272
Linea 12,Atlalilco,2026,07,344105
Linea 12,Calle 11,2010,01,0
Linea 12,Calle 11,2010,02,0
Linea 12,Calle 11,2010,03,0
Linea 12,Calle 11,2010,04,0
Linea 12,Calle 11,2010,05,0
Linea 12,Calle 11,2010,06,0
Linea 12,Calle 11,2010,07,0
Linea 12,Calle 11,2010,08,0
Linea 12,Calle 11,2010,09,0
Linea 12,Calle 11,2010,10,0
Linea 12,Calle 11,2010,11,0
Linea 12,Calle 11,2010,12,0
Linea 12,Calle 11,2011,01,0
Linea 12,Calle 11,2011,02,0
Linea 12,Calle 11,2011,03,0
Linea 12,Calle 11,2011,04,0
Linea 12,Calle 11,2011,05,0
Linea 12,Calle 11,2011,06,0
Linea 12,Calle 11,2011,07,0
Linea 12,Calle 11,2011,08,0
Linea 12,Calle 11,2011,09,0
Linea 12,Calle 11,2011,10,0
Linea 12,Calle 11,2011,11,0
Linea 12,Calle 11,2011,12,0
Linea 12,Calle 11,2012,01,0
Linea 12,Calle 11,2012,02,0
Linea 12,Calle 11,2012,03,0
Linea 12,Calle 11,2012,04,0
Linea 12,Calle 11,2012,05,0
Linea 12,Calle 11,2012,06,0
Linea 12,Calle 11,2012,07,0
Linea 12,Calle 11,2012,08,0
Linea 12,Calle 11,2012,09,0
Linea 12,Calle 11,2012,10,0
Linea 12,Calle 11,2012,11,277450
Linea 12,Calle 11,2012,12,317070
Linea 12,Calle 11,2013,01,330645
Linea 12,Calle 11,2013,02,310069
Linea 12,Calle 11,2013,03,317352
Linea 12,Calle 11,2013,04,360191
Linea 12,Calle 11,2013,05,373785
Linea 12,Calle 11,2013,06,373662
Linea 12,Calle 11,2013,07,394950
Linea 12,Calle 11,2013,08,401902
Linea 12,Calle 11,2013,09,392796
Linea 12,Calle 11,2013,10,435295
Linea 12,Calle 11,2013,11,420349
Linea 12,Calle 11,2013,12,382844
Linea 12,Calle 11,2014,01,375428
Linea 12,Calle 11,2014,02,349729
Linea 12,Calle 11,2014,03,133732
Linea 12,Calle 11,2014,04,0
Linea 12,Calle 11,2014,05,0
Linea 12,Calle 11,2014,06,0
Linea 12,Calle 11,2014,07,0
Linea 12,Calle 11,2014,08,0
Linea 12,Calle 11,2014,09,0
Linea 12,Calle 11,2014,10,0
Linea 12,Calle 11,2014,11,0
Linea 12,Calle 11,2014,12,0
Linea 12,Calle 11,2015,01,0
Linea 12,Calle 11,2015,02,0
Linea 12,Calle 11,2015,03,0
Linea 12,Calle 11,2015,04,0
Linea 12,Calle 11,2015,05,0
Linea 12,Calle 11,2015,06,0
Linea 12,Calle 11,2015,07,0
Linea 12,Calle 11,2015,08,0
Linea 12,Calle 11,2015,09,0
Linea 12,Calle 11,2015,10,26324
Linea 12,Calle 11,2015,11,259081
Linea 12,Calle 11,2015,12,349723
Linea 12,Calle 11,2016,01,342052
Linea 12,Calle 11,2016,02,347238
Linea 12,Calle 11,2016,03,310631
Linea 12,Calle 11,2016,04,368203
Linea 12,Calle 11,2016,05,369113
Linea 12,Calle 11,2016,06,361613
Linea 12,Calle 11,2016,07,358051
Linea 12,Calle 11,2016,08,390483
Linea 12,Calle 11,2016,09,381126
Linea 12,Calle 11,2016,10,408607
Linea 12,Calle 11,2016,11,389968
Linea 12,Calle 11,2016,12,398900
Linea 12,Calle 11,2017,01,395237
Linea 12,Calle 11,2017,02,368500
Linea 12,Calle 11,2017,03,424033
Linea 12,Calle 11,2017,04,370801
Linea 12,Calle 11,2017,05,411905
Linea 12,Calle 11,2017,06,405940
Linea 12,Calle 11,2017,07,402094
Linea 12,Calle 11,2017,08,419439
Linea 12,Calle 11,2017,09,278822
Linea 12,Calle 11,2017,10,381148
Linea 12,Calle 11,2017,11,418348
Linea 12,Calle 11,2017,12,412220
Linea 12,Calle 11,2018,01,413528
Linea 12,Calle 11,2018,02,367568
Linea 12,Calle 11,2018,03,411531
Linea 12,Calle 11,2018,04,417915
Linea 12,Calle 11,2018,05,432635
Linea 12,Calle 11,2018,06,425960
Linea 12,Calle 11,2018,07,408335
Linea 12,Calle 11,2018,08,446250
Linea 12,Calle 11,2018,09,421259
Linea 12,Calle 11,2018,10,459110
Linea 12,Calle 11,2018,11,406523
Linea 12,Calle 11,2018,12,402977
Linea 12,Calle 11,2019,01,440070
Linea 12,Calle 11,2019,02,415586
Linea 12,Calle 11,2019,03,426063
Linea 12,Calle 11,2019,04,406744
Linea 12,Calle 11,2019,05,470825
Linea 12,Calle 11,2019,06,433730
Linea 12,Calle 11,2019,07,434077
Linea 12,Calle 11,2019,08,466041
Linea 12,Calle 11,2019,09,437006
Linea 12,Calle 11,2019,10,465183
Linea 12,Calle 11,2019,11,475030
Linea 12,Calle 11,2019,12,439233
Linea 12,Calle 11,2020,01,458535
Linea 12,Calle 11,2020,02,439741
Linea 12,Calle 11,2020,03,387141
Linea 12,Calle 11,2020,04,176645
Linea 12,Calle 11,2020,05,154273
Linea 12,Calle 11,2020,06,188622
Linea 12,Calle 11,2020,07,236898
Linea 12,Calle 11,2020,08,248026
Linea 12,Calle 11,2020,09,251783
Linea 12,Calle 11,2020,10,276737
Linea 12,Calle 11,2020,11,270397
Linea 12,Calle 11,2020,12,271347
Linea 12,Calle 11,2021,01,224209
Linea 12,Calle 11,2021,02,218936
Linea 12,Calle 11,2021,03,261849
Linea 12,Calle 11,2021,04,266542
Linea 12,Calle 11,2021,05,22721
Linea 12,Calle 11,2021,06,0
Linea 12,Calle 11,2021,07,0
Linea 12,Calle 11,2021,08,0
Linea 12,Calle 11,2021,09,0
Linea 12,Calle 11,2021,10,0
Linea 12,Calle 11,2021,11,0
Linea 12,Calle 11,2021,12,0
Linea 12,Calle 11,2022,01,0
Linea 12,Calle 11,2022,02,0
Linea 12,Calle 11,2022,03,0
Linea 12,Calle 11,2022,04,0
Linea 12,Calle 11,2022,05,0
Linea 12,Calle 11,2022,06,0
Linea 12,Calle 11,2022,07,0
Linea 12,Calle 11,2022,08,0
Linea 12,Calle 11,2022,09,0
Linea 12,Calle 11,2022,10,0
Linea 12,Calle 11,2022,11,0
Linea 12,Calle 11,2022,12,0
Linea 12,Calle 11,2023,01,0
Linea 12,Calle 11,2023,02,0
Linea 12,Calle 11,2023,03,0
Linea 12,Calle 11,2023,04,0
Linea 12,Calle 11,2023,05,0
Linea 12,Calle 11,2023,06,0
Linea 12,Calle 11,2023,07,101462
Linea 12,Calle 11,2023,08,227031
Linea 12,Calle 11,2023,09,235589
Linea 12,Calle 11,2023,10,251045
Linea 12,Calle 11,2023,11,243716
Linea 12,Calle 11,2023,12,227722
Linea 12,Calle 11,2024,01,242996
Linea 12,Calle 11,2024,02,308863
Linea 12,Calle 11,2024,03,305534
Linea 12,Calle 11,2024,04,328202
Linea 12,Calle 11,2024,05,338629
Linea 12,Calle 11,2024,06,314204
Linea 12,Calle 11,2024,07,325408
Linea 12,Calle 11,2024,08,344852
Linea 12,Calle 11,2024,09,333953
Linea 12,Calle 11,2024,10,358108
Linea 12,Calle 11,2024,11,337300
Linea 12,Calle 11,2024,12,303316
Linea 12,Calle 11,2025,01,317537
Linea 12,Calle 11,2025,02,303993
Linea 12,Calle 11,2025,03,342661
Linea 12,Calle 11,2025,04,313217
Linea 12,Calle 11,2025,05,351413
Linea 12,Calle 11,2025,06,339606
Linea 12,Calle 11,2025,07,352427
Linea 12,Calle 11,2025,08,358953
Linea 12,Calle 11,2025,09,378998
Linea 12,Calle 11,2025,10,403003
Linea 12,Calle 11,2025,11,442663
Linea 12,Calle 11,2025,12,371804
Linea 12,Calle 11,2026,01,368497
Linea 12,Calle 11,2026,02,349224
Linea 12,Calle 11,2026,03,376479
Linea 12,Calle 11,2026,04,352657
Linea 12,Calle 11,2026,05,367934
Linea 12,Calle 11,2026,06,357983
Linea 12,Calle 11,2026,07,354989
Linea 12,Culhuacán,2010,01,0
Linea 12,Culhuacán,2010,02,0
Linea 12,Culhuacán,2010,03,0
Linea 12,Culhuacán,2010,04,0
Linea 12,Culhuacán,2010,05,0
Linea 12,Culhuacán,2010,06,0
Linea 12,Culhuacán,2010,07,0
Linea 12,Culhuacán,2010,08,0
Linea 12,Culhuacán,2010,09,0
Linea 12,Culhuacán,2010,10,0
Linea 12,Culhuacán,2010,11,0
Linea 12,Culhuacán,2010,12,0
Linea 12,Culhuacán,2011,01,0
Linea 12,Culhuacán,2011,02,0
Linea 12,Culhuacán,2011,03,0
Linea 12,Culhuacán,2011,04,0
Linea 12,Culhuacán,2011,05,0
Linea 12,Culhuacán,2011,06,0
Linea 12,Culhuacán,2011,07,0
Linea 12,Culhuacán,2011,08,0
Linea 12,Culhuacán,2011,09,0
Linea 12,Culhuacán,2011,10,0
Linea 12,Culhuacán,2011,11,0
Linea 12,Culhuacán,2011,12,0
Linea 12,Culhuacán,2012,01,0
Linea 12,Culhuacán,2012,02,0
Linea 12,Culhuacán,2012,03,0
Linea 12,Culhuacán,2012,04,0
Linea 12,Culhuacán,2012,05,0
Linea 12,Culhuacán,2012,06,0
Linea 12,Culhuacán,2012,07,0
Linea 12,Culhuacán,2012,08,0
Linea 12,Culhuacán,2012,09,0
Linea 12,Culhuacán,2012,10,0
Linea 12,Culhuacán,2012,11,257782
Linea 12,Culhuacán,2012,12,278741
Linea 12,Culhuacán,2013,01,289779
Linea 12,Culhuacán,2013,02,283677
Linea 12,Culhuacán,2013,03,300425
Linea 12,Culhuacán,2013,04,320323
Linea 12,Culhuacán,2013,05,334659
Linea 12,Culhuacán,2013,06,328986
Linea 12,Culhuacán,2013,07,353649
Linea 12,Culhuacán,2013,08,377170
Linea 12,Culhuacán,2013,09,364843
Linea 12,Culhuacán,2013,10,410699
Linea 12,Culhuacán,2013,11,391371
Linea 12,Culhuacán,2013,12,341759
Linea 12,Culhuacán,2014,01,341984
Linea 12,Culhuacán,2014,02,330999
Linea 12,Culhuacán,2014,03,125561
Linea 12,Culhuacán,2014,04,0
Linea 12,Culhuacán,2014,05,0
Linea 12,Culhuacán,2014,06,0
Linea 12,Culhuacán,2014,07,0
Linea 12,Culhuacán,2014,08,0
Linea 12,Culhuacán,2014,09,0
Linea 12,Culhuacán,2014,10,0
Linea 12,Culhuacán,2014,11,0
Linea 12,Culhuacán,2014,12,0
Linea 12,Culhuacán,2015,01,0
Linea 12,Culhuacán,2015,02,0
Linea 12,Culhuacán,2015,03,0
Linea 12,Culhuacán,2015,04,0
Linea 12,Culhuacán,2015,05,0
Linea 12,Culhuacán,2015,06,0
Linea 12,Culhuacán,2015,07,0
Linea 12,Culhuacán,2015,08,0
Linea 12,Culhuacán,2015,09,0
Linea 12,Culhuacán,2015,10,24766
Linea 12,Culhuacán,2015,11,244234
Linea 12,Culhuacán,2015,12,320953
Linea 12,Culhuacán,2016,01,325050
Linea 12,Culhuacán,2016,02,335480
Linea 12,Culhuacán,2016,03,311758
Linea 12,Culhuacán,2016,04,353730
Linea 12,Culhuacán,2016,05,358686
Linea 12,Culhuacán,2016,06,349426
Linea 12,Culhuacán,2016,07,309447
Linea 12,Culhuacán,2016,08,386874
Linea 12,Culhuacán,2016,09,381337
Linea 12,Culhuacán,2016,10,411453
Linea 12,Culhuacán,2016,11,393360
Linea 12,Culhuacán,2016,12,393919
Linea 12,Culhuacán,2017,01,393313
Linea 12,Culhuacán,2017,02,381629
Linea 12,Culhuacán,2017,03,430208
Linea 12,Culhuacán,2017,04,382703
Linea 12,Culhuacán,2017,05,430691
Linea 12,Culhuacán,2017,06,411820
Linea 12,Culhuacán,2017,07,397980
Linea 12,Culhuacán,2017,08,423880
Linea 12,Culhuacán,2017,09,267587
Linea 12,Culhuacán,2017,10,378122
Linea 12,Culhuacán,2017,11,430104
Linea 12,Culhuacán,2017,12,422828
Linea 12,Culhuacán,2018,01,415838
Linea 12,Culhuacán,2018,02,379191
Linea 12,Culhuacán,2018,03,433879
Linea 12,Culhuacán,2018,04,439493
Linea 12,Culhuacán,2018,05,457757
Linea 12,Culhuacán,2018,06,436077
Linea 12,Culhuacán,2018,07,421101
Linea 12,Culhuacán,2018,08,474004
Linea 12,Culhuacán,2018,09,452931
Linea 12,Culhuacán,2018,10,494560
Linea 12,Culhuacán,2018,11,442896
Linea 12,Culhuacán,2018,12,429784
Linea 12,Culhuacán,2019,01,460096
Linea 12,Culhuacán,2019,02,437750
Linea 12,Culhuacán,2019,03,458093
Linea 12,Culhuacán,2019,04,423859
Linea 12,Culhuacán,2019,05,483143
Linea 12,Culhuacán,2019,06,449655
Linea 12,Culhuacán,2019,07,453861
Linea 12,Culhuacán,2019,08,498141
Linea 12,Culhuacán,2019,09,468335
Linea 12,Culhuacán,2019,10,492450
Linea 12,Culhuacán,2019,11,499595
Linea 12,Culhuacán,2019,12,458607
Linea 12,Culhuacán,2020,01,473401
Linea 12,Culhuacán,2020,02,470622
Linea 12,Culhuacán,2020,03,412524
Linea 12,Culhuacán,2020,04,187948
Linea 12,Culhuacán,2020,05,189783
Linea 12,Culhuacán,2020,06,225261
Linea 12,Culhuacán,2020,07,257890
Linea 12,Culhuacán,2020,08,285660
Linea 12,Culhuacán,2020,09,288621
Linea 12,Culhuacán,2020,10,322690
Linea 12,Culhuacán,2020,11,309618
Linea 12,Culhuacán,2020,12,309399
Linea 12,Culhuacán,2021,01,280125
Linea 12,Culhuacán,2021,02,261608
Linea 12,Culhuacán,2021,03,316393
Linea 12,Culhuacán,2021,04,295391
Linea 12,Culhuacán,2021,05,26108
Linea 12,Culhuacán,2021,06,0
Linea 12,Culhuacán,2021,07,0
Linea 12,Culhuacán,2021,08,0
Linea 12,Culhuacán,2021,09,0
Linea 12,Culhuacán,2021,10,0
Linea 12,Culhuacán,2021,11,0
Linea 12,Culhuacán,2021,12,0
Linea 12,Culhuacán,2022,01,0
Linea 12,Culhuacán,2022,02,0
Linea 12,Culhuacán,2022,03,0
Linea 12,Culhuacán,2022,04,0
Linea 12,Culhuacán,2022,05,0
Linea 12,Culhuacán,2022,06,0
Linea 12,Culhuacán,2022,07,0
Linea 12,Culhuacán,2022,08,0
Linea 12,Culhuacán,2022,09,0
Linea 12,Culhuacán,2022,10,0
Linea 12,Culhuacán,2022,11,0
Linea 12,Culhuacán,2022,12,0
Linea 12,Culhuacán,2023,01,0
Linea 12,Culhuacán,2023,02,0
Linea 12,Culhuacán,2023,03,0
Linea 12,Culhuacán,2023,04,0
Linea 12,Culhuacán,2023,05,0
Linea 12,Culhuacán,2023,06,0
Linea 12,Culhuacán,2023,07,112376
Linea 12,Culhuacán,2023,08,252254
Linea 12,Culhuacán,2023,09,268893
Linea 12,Culhuacán,2023,10,294932
Linea 12,Culhuacán,2023,11,282468
Linea 12,Culhuacán,2023,12,273649
Linea 12,Culhuacán,2024,01,273648
Linea 12,Culhuacán,2024,02,387449
Linea 12,Culhuacán,2024,03,397709
Linea 12,Culhuacán,2024,04,410384
Linea 12,Culhuacán,2024,05,425636
Linea 12,Culhuacán,2024,06,402501
Linea 12,Culhuacán,2024,07,403966
Linea 12,Culhuacán,2024,08,427301
Linea 12,Culhuacán,2024,09,421718
Linea 12,Culhuacán,2024,10,455076
Linea 12,Culhuacán,2024,11,433851
Linea 12,Culhuacán,2024,12,403083
Linea 12,Culhuacán,2025,01,411456
Linea 12,Culhuacán,2025,02,410437
Linea 12,Culhuacán,2025,03,454961
Linea 12,Culhuacán,2025,04,417887
Linea 12,Culhuacán,2025,05,444695
Linea 12,Culhuacán,2025,06,433139
Linea 12,Culhuacán,2025,07,433390
Linea 12,Culhuacán,2025,08,438066
Linea 12,Culhuacán,2025,09,472148
Linea 12,Culhuacán,2025,10,513934
Linea 12,Culhuacán,2025,11,544579
Linea 12,Culhuacán,2025,12,468044
Linea 12,Culhuacán,2026,01,450955
Linea 12,Culhuacán,2026,02,449556
Linea 12,Culhuacán,2026,03,495471
Linea 12,Culhuacán,2026,04,464771
Linea 12,Culhuacán,2026,05,490543
Linea 12,Culhuacán,2026,06,471409
Linea 12,Culhuacán,2026,07,458595
Linea 12,Eje Central,2010,01,0
Linea 12,Eje Central,2010,02,0
Linea 12,Eje Central,2010,03,0
Linea 12,Eje Central,2010,04,0
Linea 12,Eje Central,2010,05,0
Linea 12,Eje Central,2010,06,0
Linea 12,Eje Central,2010,07,0
Linea 12,Eje Central,2010,08,0
Linea 12,Eje Central,2010,09,0
Linea 12,Eje Central,2010,10,0
Linea 12,Eje Central,2010,11,0
Linea 12,Eje Central,2010,12,0
Linea 12,Eje Central,2011,01,0
Linea 12,Eje Central,2011,02,0
Linea 12,Eje Central,2011,03,0
Linea 12,Eje Central,2011,04,0
Linea 12,Eje Central,2011,05,0
Linea 12,Eje Central,2011,06,0
Linea 12,Eje Central,2011,07,0
Linea 12,Eje Central,2011,08,0
Linea 12,Eje Central,2011,09,0
Linea 12,Eje Central,2011,10,0
Linea 12,Eje Central,2011,11,0
Linea 12,Eje Central,2011,12,0
Linea 12,Eje Central,2012,01,0
Linea 12,Eje Central,2012,02,0
Linea 12,Eje Central,2012,03,0
Linea 12,Eje Central,2012,04,0
Linea 12,Eje Central,2012,05,0
Linea 12,Eje Central,2012,06,0
Linea 12,Eje Central,2012,07,0
Linea 12,Eje Central,2012,08,0
Linea 12,Eje Central,2012,09,0
Linea 12,Eje Central,2012,10,0
Linea 12,Eje Central,2012,11,156673
Linea 12,Eje Central,2012,12,162043
Linea 12,Eje Central,2013,01,186207
Linea 12,Eje Central,2013,02,185821
Linea 12,Eje Central,2013,03,185126
Linea 12,Eje Central,2013,04,213566
Linea 12,Eje Central,2013,05,224232
Linea 12,Eje Central,2013,06,225058
Linea 12,Eje Central,2013,07,235533
Linea 12,Eje Central,2013,08,253728
Linea 12,Eje Central,2013,09,246589
Linea 12,Eje Central,2013,10,282505
Linea 12,Eje Central,2013,11,264219
Linea 12,Eje Central,2013,12,224570
Linea 12,Eje Central,2014,01,245386
Linea 12,Eje Central,2014,02,241260
Linea 12,Eje Central,2014,03,214938
Linea 12,Eje Central,2014,04,180367
Linea 12,Eje Central,2014,05,192420
Linea 12,Eje Central,2014,06,186296
Linea 12,Eje Central,2014,07,190695
Linea 12,Eje Central,2014,08,193174
Linea 12,Eje Central,2014,09,187283
Linea 12,Eje Central,2014,10,207449
Linea 12,Eje Central,2014,11,221398
Linea 12,Eje Central,2014,12,173676
Linea 12,Eje Central,2015,01,217704
Linea 12,Eje Central,2015,02,212505
Linea 12,Eje Central,2015,03,192355
Linea 12,Eje Central,2015,04,176234
Linea 12,Eje Central,2015,05,184265
Linea 12,Eje Central,2015,06,187877
Linea 12,Eje Central,2015,07,184781
Linea 12,Eje Central,2015,08,187323
Linea 12,Eje Central,2015,09,193700
Linea 12,Eje Central,2015,10,217269
Linea 12,Eje Central,2015,11,229913
Linea 12,Eje Central,2015,12,233769
Linea 12,Eje Central,2016,01,250537
Linea 12,Eje Central,2016,02,250239
Linea 12,Eje Central,2016,03,232769
Linea 12,Eje Central,2016,04,289328
Linea 12,Eje Central,2016,05,287895
Linea 12,Eje Central,2016,06,287035
Linea 12,Eje Central,2016,07,263792
Linea 12,Eje Central,2016,08,297095
Linea 12,Eje Central,2016,09,290688
Linea 12,Eje Central,2016,10,309002
Linea 12,Eje Central,2016,11,300002
Linea 12,Eje Central,2016,12,272625
Linea 12,Eje Central,2017,01,303238
Linea 12,Eje Central,2017,02,288764
Linea 12,Eje Central,2017,03,329656
Linea 12,Eje Central,2017,04,267831
Linea 12,Eje Central,2017,05,307632
Linea 12,Eje Central,2017,06,298356
Linea 12,Eje Central,2017,07,283814
Linea 12,Eje Central,2017,08,307833
Linea 12,Eje Central,2017,09,205558
