linea,estacion,anio,mes,afluencia
Linea 3,Universidad,2021,11,1017085
Linea 3,Universidad,2021,12,1068394
Linea 3,Universidad,2022,01,883252
Linea 3,Universidad,2022,02,974693
Linea 3,Universidad,2022,03,1343642
Linea 3,Universidad,2022,04,1169123
Linea 3,Universidad,2022,05,1427620
Linea 3,Universidad,2022,06,1329487
Linea 3,Universidad,2022,07,1142632
Linea 3,Universidad,2022,08,1700485
Linea 3,Universidad,2022,09,1682487
Linea 3,Universidad,2022,10,1703188
Linea 3,Universidad,2022,11,1678425
Linea 3,Universidad,2022,12,1363595
Linea 3,Universidad,2023,01,1358189
Linea 3,Universidad,2023,02,1621155
Linea 3,Universidad,2023,03,1890684
Linea 3,Universidad,2023,04,1489033
Linea 3,Universidad,2023,05,1705800
Linea 3,Universidad,2023,06,1551792
Linea 3,Universidad,2023,07,1295380
Linea 3,Universidad,2023,08,1723955
Linea 3,Universidad,2023,09,1397609
Linea 3,Universidad,2023,10,1314800
Linea 3,Universidad,2023,11,1358687
Linea 3,Universidad,2023,12,1043692
Linea 3,Universidad,2024,01,1116578
Linea 3,Universidad,2024,02,1465959
Linea 3,Universidad,2024,03,1212699
Linea 3,Universidad,2024,04,1582202
Linea 3,Universidad,2024,05,1666651
Linea 3,Universidad,2024,06,1445986
Linea 3,Universidad,2024,07,1338775
Linea 3,Universidad,2024,08,1896569
Linea 3,Universidad,2024,09,1738502
Linea 3,Universidad,2024,10,1851493
Linea 3,Universidad,2024,11,1678963
Linea 3,Universidad,2024,12,1273153
Linea 3,Universidad,2025,01,1374553
Linea 3,Universidad,2025,02,1665013
Linea 3,Universidad,2025,03,1745933
Linea 3,Universidad,2025,04,1488441
Linea 3,Universidad,2025,05,1610169
Linea 3,Universidad,2025,06,1392453
Linea 3,Universidad,2025,07,1320191
Linea 3,Universidad,2025,08,1771660
Linea 3,Universidad,2025,09,1775785
Linea 3,Universidad,2025,10,1697521
Linea 3,Universidad,2025,11,1663960
Linea 3,Universidad,2025,12,1366371
Linea 3,Universidad,2026,01,1354253
Linea 3,Universidad,2026,02,1683445
Linea 3,Universidad,2026,03,1751958
Linea 3,Universidad,2026,04,1372646
Linea 3,Universidad,2026,05,1519147
Linea 3,Universidad,2026,06,1394807
Linea 3,Universidad,2026,07,1214519
Linea 3,Viveros/Derechos Humanos,2010,01,671676
Linea 3,Viveros/Derechos Humanos,2010,02,699828
Linea 3,Viveros/Derechos Humanos,2010,03,797988
Linea 3,Viveros/Derechos Humanos,2010,04,748708
Linea 3,Viveros/Derechos Humanos,2010,05,793406
Linea 3,Viveros/Derechos Humanos,2010,06,835362
Linea 3,Viveros/Derechos Humanos,2010,07,775082
Linea 3,Viveros/Derechos Humanos,2010,08,813956
Linea 3,Viveros/Derechos Humanos,2010,09,723328
Linea 3,Viveros/Derechos Humanos,2010,10,794575
Linea 3,Viveros/Derechos Humanos,2010,11,732220
Linea 3,Viveros/Derechos Humanos,2010,12,747383
Linea 3,Viveros/Derechos Humanos,2011,01,768683
Linea 3,Viveros/Derechos Humanos,2011,02,726797
Linea 3,Viveros/Derechos Humanos,2011,03,805150
Linea 3,Viveros/Derechos Humanos,2011,04,728240
Linea 3,Viveros/Derechos Humanos,2011,05,811724
Linea 3,Viveros/Derechos Humanos,2011,06,784473
Linea 3,Viveros/Derechos Humanos,2011,07,784707
Linea 3,Viveros/Derechos Humanos,2011,08,835090
Linea 3,Viveros/Derechos Humanos,2011,09,762152
Linea 3,Viveros/Derechos Humanos,2011,10,838774
Linea 3,Viveros/Derechos Humanos,2011,11,785326
Linea 3,Viveros/Derechos Humanos,2011,12,805611
Linea 3,Viveros/Derechos Humanos,2012,01,755686
Linea 3,Viveros/Derechos Humanos,2012,02,730349
Linea 3,Viveros/Derechos Humanos,2012,03,896493
Linea 3,Viveros/Derechos Humanos,2012,04,804268
Linea 3,Viveros/Derechos Humanos,2012,05,893421
Linea 3,Viveros/Derechos Humanos,2012,06,813615
Linea 3,Viveros/Derechos Humanos,2012,07,869750
Linea 3,Viveros/Derechos Humanos,2012,08,943336
Linea 3,Viveros/Derechos Humanos,2012,09,884847
Linea 3,Viveros/Derechos Humanos,2012,10,936887
Linea 3,Viveros/Derechos Humanos,2012,11,763493
Linea 3,Viveros/Derechos Humanos,2012,12,725858
Linea 3,Viveros/Derechos Humanos,2013,01,754053
Linea 3,Viveros/Derechos Humanos,2013,02,707935
Linea 3,Viveros/Derechos Humanos,2013,03,730647
Linea 3,Viveros/Derechos Humanos,2013,04,779021
Linea 3,Viveros/Derechos Humanos,2013,05,798731
Linea 3,Viveros/Derechos Humanos,2013,06,766794
Linea 3,Viveros/Derechos Humanos,2013,07,788996
Linea 3,Viveros/Derechos Humanos,2013,08,812439
Linea 3,Viveros/Derechos Humanos,2013,09,749186
Linea 3,Viveros/Derechos Humanos,2013,10,813154
Linea 3,Viveros/Derechos Humanos,2013,11,761546
Linea 3,Viveros/Derechos Humanos,2013,12,718959
Linea 3,Viveros/Derechos Humanos,2014,01,728609
Linea 3,Viveros/Derechos Humanos,2014,02,694877
Linea 3,Viveros/Derechos Humanos,2014,03,750028
Linea 3,Viveros/Derechos Humanos,2014,04,644150
Linea 3,Viveros/Derechos Humanos,2014,05,733342
Linea 3,Viveros/Derechos Humanos,2014,06,717995
Linea 3,Viveros/Derechos Humanos,2014,07,740052
Linea 3,Viveros/Derechos Humanos,2014,08,758967
Linea 3,Viveros/Derechos Humanos,2014,09,712649
Linea 3,Viveros/Derechos Humanos,2014,10,775173
Linea 3,Viveros/Derechos Humanos,2014,11,717072
Linea 3,Viveros/Derechos Humanos,2014,12,703302
Linea 3,Viveros/Derechos Humanos,2015,01,701067
Linea 3,Viveros/Derechos Humanos,2015,02,671308
Linea 3,Viveros/Derechos Humanos,2015,03,727579
Linea 3,Viveros/Derechos Humanos,2015,04,681664
Linea 3,Viveros/Derechos Humanos,2015,05,706445
Linea 3,Viveros/Derechos Humanos,2015,06,712349
Linea 3,Viveros/Derechos Humanos,2015,07,732298
Linea 3,Viveros/Derechos Humanos,2015,08,741718
Linea 3,Viveros/Derechos Humanos,2015,09,705277
Linea 3,Viveros/Derechos Humanos,2015,10,767805
Linea 3,Viveros/Derechos Humanos,2015,11,689047
Linea 3,Viveros/Derechos Humanos,2015,12,680623
Linea 3,Viveros/Derechos Humanos,2016,01,632090
Linea 3,Viveros/Derechos Humanos,2016,02,702145
Linea 3,Viveros/Derechos Humanos,2016,03,624650
Linea 3,Viveros/Derechos Humanos,2016,04,744683
Linea 3,Viveros/Derechos Humanos,2016,05,747064
Linea 3,Viveros/Derechos Humanos,2016,06,727341
Linea 3,Viveros/Derechos Humanos,2016,07,717089
Linea 3,Viveros/Derechos Humanos,2016,08,750071
Linea 3,Viveros/Derechos Humanos,2016,09,705300
Linea 3,Viveros/Derechos Humanos,2016,10,749220
Linea 3,Viveros/Derechos Humanos,2016,11,700209
Linea 3,Viveros/Derechos Humanos,2016,12,695249
Linea 3,Viveros/Derechos Humanos,2017,01,673640
Linea 3,Viveros/Derechos Humanos,2017,02,651069
Linea 3,Viveros/Derechos Humanos,2017,03,718252
Linea 3,Viveros/Derechos Humanos,2017,04,645629
Linea 3,Viveros/Derechos Humanos,2017,05,701908
Linea 3,Viveros/Derechos Humanos,2017,06,691859
Linea 3,Viveros/Derechos Humanos,2017,07,678119
Linea 3,Viveros/Derechos Humanos,2017,08,728368
Linea 3,Viveros/Derechos Humanos,2017,09,463906
Linea 3,Viveros/Derechos Humanos,2017,10,726430
Linea 3,Viveros/Derechos Humanos,2017,11,700408
Linea 3,Viveros/Derechos Humanos,2017,12,655020
Linea 3,Viveros/Derechos Humanos,2018,01,661801
Linea 3,Viveros/Derechos Humanos,2018,02,641538
Linea 3,Viveros/Derechos Humanos,2018,03,676689
Linea 3,Viveros/Derechos Humanos,2018,04,680087
Linea 3,Viveros/Derechos Humanos,2018,05,701716
Linea 3,Viveros/Derechos Humanos,2018,06,675755
Linea 3,Viveros/Derechos Humanos,2018,07,653601
Linea 3,Viveros/Derechos Humanos,2018,08,703208
Linea 3,Viveros/Derechos Humanos,2018,09,663185
Linea 3,Viveros/Derechos Humanos,2018,10,682270
Linea 3,Viveros/Derechos Humanos,2018,11,503492
Linea 3,Viveros/Derechos Humanos,2018,12,586231
Linea 3,Viveros/Derechos Humanos,2019,01,666177
Linea 3,Viveros/Derechos Humanos,2019,02,607833
Linea 3,Viveros/Derechos Humanos,2019,03,634193
Linea 3,Viveros/Derechos Humanos,2019,04,585484
Linea 3,Viveros/Derechos Humanos,2019,05,673796
Linea 3,Viveros/Derechos Humanos,2019,06,642220
Linea 3,Viveros/Derechos Humanos,2019,07,636190
Linea 3,Viveros/Derechos Humanos,2019,08,685840
Linea 3,Viveros/Derechos Humanos,2019,09,638586
Linea 3,Viveros/Derechos Humanos,2019,10,662055
Linea 3,Viveros/Derechos Humanos,2019,11,685016
Linea 3,Viveros/Derechos Humanos,2019,12,610123
Linea 3,Viveros/Derechos Humanos,2020,01,629539
Linea 3,Viveros/Derechos Humanos,2020,02,607996
Linea 3,Viveros/Derechos Humanos,2020,03,531523
Linea 3,Viveros/Derechos Humanos,2020,04,196487
Linea 3,Viveros/Derechos Humanos,2020,05,185381
Linea 3,Viveros/Derechos Humanos,2020,06,232028
Linea 3,Viveros/Derechos Humanos,2020,07,294832
Linea 3,Viveros/Derechos Humanos,2020,08,341702
Linea 3,Viveros/Derechos Humanos,2020,09,342280
Linea 3,Viveros/Derechos Humanos,2020,10,391634
Linea 3,Viveros/Derechos Humanos,2020,11,370216
Linea 3,Viveros/Derechos Humanos,2020,12,363376
Linea 3,Viveros/Derechos Humanos,2021,01,77100
Linea 3,Viveros/Derechos Humanos,2021,02,245720
Linea 3,Viveros/Derechos Humanos,2021,03,317678
Linea 3,Viveros/Derechos Humanos,2021,04,306385
Linea 3,Viveros/Derechos Humanos,2021,05,341694
Linea 3,Viveros/Derechos Humanos,2021,06,333442
Linea 3,Viveros/Derechos Humanos,2021,07,380836
Linea 3,Viveros/Derechos Humanos,2021,08,344157
Linea 3,Viveros/Derechos Humanos,2021,09,375226
Linea 3,Viveros/Derechos Humanos,2021,10,422094
Linea 3,Viveros/Derechos Humanos,2021,11,421801
Linea 3,Viveros/Derechos Humanos,2021,12,443497
Linea 3,Viveros/Derechos Humanos,2022,01,368351
Linea 3,Viveros/Derechos Humanos,2022,02,386576
Linea 3,Viveros/Derechos Humanos,2022,03,445705
Linea 3,Viveros/Derechos Humanos,2022,04,424490
Linea 3,Viveros/Derechos Humanos,2022,05,485201
Linea 3,Viveros/Derechos Humanos,2022,06,420625
Linea 3,Viveros/Derechos Humanos,2022,07,452197
Linea 3,Viveros/Derechos Humanos,2022,08,483964
Linea 3,Viveros/Derechos Humanos,2022,09,487374
Linea 3,Viveros/Derechos Humanos,2022,10,497734
Linea 3,Viveros/Derechos Humanos,2022,11,468723
Linea 3,Viveros/Derechos Humanos,2022,12,460499
Linea 3,Viveros/Derechos Humanos,2023,01,442428
Linea 3,Viveros/Derechos Humanos,2023,02,443393
Linea 3,Viveros/Derechos Humanos,2023,03,511937
Linea 3,Viveros/Derechos Humanos,2023,04,447022
Linea 3,Viveros/Derechos Humanos,2023,05,507106
Linea 3,Viveros/Derechos Humanos,2023,06,504692
Linea 3,Viveros/Derechos Humanos,2023,07,479601
Linea 3,Viveros/Derechos Humanos,2023,08,502552
Linea 3,Viveros/Derechos Humanos,2023,09,491281
Linea 3,Viveros/Derechos Humanos,2023,10,528380
Linea 3,Viveros/Derechos Humanos,2023,11,489885
Linea 3,Viveros/Derechos Humanos,2023,12,457314
Linea 3,Viveros/Derechos Humanos,2024,01,475121
Linea 3,Viveros/Derechos Humanos,2024,02,509133
Linea 3,Viveros/Derechos Humanos,2024,03,506449
Linea 3,Viveros/Derechos Humanos,2024,04,540075
Linea 3,Viveros/Derechos Humanos,2024,05,538217
Linea 3,Viveros/Derechos Humanos,2024,06,500960
Linea 3,Viveros/Derechos Humanos,2024,07,524447
Linea 3,Viveros/Derechos Humanos,2024,08,546009
Linea 3,Viveros/Derechos Humanos,2024,09,511241
Linea 3,Viveros/Derechos Humanos,2024,10,554405
Linea 3,Viveros/Derechos Humanos,2024,11,531678
Linea 3,Viveros/Derechos Humanos,2024,12,493201
Linea 3,Viveros/Derechos Humanos,2025,01,495746
Linea 3,Viveros/Derechos Humanos,2025,02,480666
Linea 3,Viveros/Derechos Humanos,2025,03,537911
Linea 3,Viveros/Derechos Humanos,2025,04,499753
Linea 3,Viveros/Derechos Humanos,2025,05,530292
Linea 3,Viveros/Derechos Humanos,2025,06,509685
Linea 3,Viveros/Derechos Humanos,2025,07,532485
Linea 3,Viveros/Derechos Humanos,2025,08,539869
Linea 3,Viveros/Derechos Humanos,2025,09,505659
Linea 3,Viveros/Derechos Humanos,2025,10,574074
Linea 3,Viveros/Derechos Humanos,2025,11,581568
Linea 3,Viveros/Derechos Humanos,2025,12,504176
Linea 3,Viveros/Derechos Humanos,2026,01,486069
Linea 3,Viveros/Derechos Humanos,2026,02,471334
Linea 3,Viveros/Derechos Humanos,2026,03,519345
Linea 3,Viveros/Derechos Humanos,2026,04,465614
Linea 3,Viveros/Derechos Humanos,2026,05,496419
Linea 3,Viveros/Derechos Humanos,2026,06,482438
Linea 3,Viveros/Derechos Humanos,2026,07,499886
Linea 3,Zapata,2010,01,1111219
Linea 3,Zapata,2010,02,1180462
Linea 3,Zapata,2010,03,1288801
Linea 3,Zapata,2010,04,1172669
Linea 3,Zapata,2010,05,1241701
Linea 3,Zapata,2010,06,1220367
Linea 3,Zapata,2010,07,1196584
Linea 3,Zapata,2010,08,1339228
Linea 3,Zapata,2010,09,1217189
Linea 3,Zapata,2010,10,1285063
Linea 3,Zapata,2010,11,1172482
Linea 3,Zapata,2010,12,1127997
Linea 3,Zapata,2011,01,1188662
Linea 3,Zapata,2011,02,1189143
Linea 3,Zapata,2011,03,1314916
Linea 3,Zapata,2011,04,1122050
Linea 3,Zapata,2011,05,1306749
Linea 3,Zapata,2011,06,1231262
Linea 3,Zapata,2011,07,1190665
Linea 3,Zapata,2011,08,1336689
Linea 3,Zapata,2011,09,1258184
Linea 3,Zapata,2011,10,1280604
Linea 3,Zapata,2011,11,1153309
Linea 3,Zapata,2011,12,1122966
Linea 3,Zapata,2012,01,1134474
Linea 3,Zapata,2012,02,1148906
Linea 3,Zapata,2012,03,905550
Linea 3,Zapata,2012,04,808993
Linea 3,Zapata,2012,05,917690
Linea 3,Zapata,2012,06,872913
Linea 3,Zapata,2012,07,896967
Linea 3,Zapata,2012,08,1000540
Linea 3,Zapata,2012,09,963364
Linea 3,Zapata,2012,10,992394
Linea 3,Zapata,2012,11,1084116
Linea 3,Zapata,2012,12,956791
Linea 3,Zapata,2013,01,1009032
Linea 3,Zapata,2013,02,980270
Linea 3,Zapata,2013,03,952186
Linea 3,Zapata,2013,04,1022718
Linea 3,Zapata,2013,05,1056324
Linea 3,Zapata,2013,06,989878
Linea 3,Zapata,2013,07,999430
Linea 3,Zapata,2013,08,1033912
Linea 3,Zapata,2013,09,947127
Linea 3,Zapata,2013,10,992116
Linea 3,Zapata,2013,11,927555
Linea 3,Zapata,2013,12,823204
Linea 3,Zapata,2014,01,857538
Linea 3,Zapata,2014,02,808273
Linea 3,Zapata,2014,03,908861
Linea 3,Zapata,2014,04,834502
Linea 3,Zapata,2014,05,925913
Linea 3,Zapata,2014,06,888597
Linea 3,Zapata,2014,07,879732
Linea 3,Zapata,2014,08,905229
Linea 3,Zapata,2014,09,872520
Linea 3,Zapata,2014,10,951335
Linea 3,Zapata,2014,11,884224
Linea 3,Zapata,2014,12,805151
Linea 3,Zapata,2015,01,856673
Linea 3,Zapata,2015,02,855351
Linea 3,Zapata,2015,03,939611
Linea 3,Zapata,2015,04,851457
Linea 3,Zapata,2015,05,878838
Linea 3,Zapata,2015,06,872112
Linea 3,Zapata,2015,07,891087
Linea 3,Zapata,2015,08,936096
Linea 3,Zapata,2015,09,855328
Linea 3,Zapata,2015,10,936763
Linea 3,Zapata,2015,11,857430
Linea 3,Zapata,2015,12,828726
Linea 3,Zapata,2016,01,816137
Linea 3,Zapata,2016,02,853130
Linea 3,Zapata,2016,03,721295
Linea 3,Zapata,2016,04,863963
Linea 3,Zapata,2016,05,847799
Linea 3,Zapata,2016,06,838079
Linea 3,Zapata,2016,07,769540
Linea 3,Zapata,2016,08,866082
Linea 3,Zapata,2016,09,826351
Linea 3,Zapata,2016,10,875720
Linea 3,Zapata,2016,11,855155
Linea 3,Zapata,2016,12,804041
Linea 3,Zapata,2017,01,794714
Linea 3,Zapata,2017,02,770497
Linea 3,Zapata,2017,03,873421
Linea 3,Zapata,2017,04,744024
Linea 3,Zapata,2017,05,850586
Linea 3,Zapata,2017,06,826912
Linea 3,Zapata,2017,07,780182
Linea 3,Zapata,2017,08,852548
Linea 3,Zapata,2017,09,565520
Linea 3,Zapata,2017,10,879098
Linea 3,Zapata,2017,11,824823
Linea 3,Zapata,2017,12,727115
Linea 3,Zapata,2018,01,760815
Linea 3,Zapata,2018,02,735653
Linea 3,Zapata,2018,03,711488
Linea 3,Zapata,2018,04,742447
Linea 3,Zapata,2018,05,767368
Linea 3,Zapata,2018,06,720045
Linea 3,Zapata,2018,07,706736
Linea 3,Zapata,2018,08,752340
Linea 3,Zapata,2018,09,700047
Linea 3,Zapata,2018,10,794640
Linea 3,Zapata,2018,11,734222
Linea 3,Zapata,2018,12,683711
Linea 3,Zapata,2019,01,778640
Linea 3,Zapata,2019,02,721371
Linea 3,Zapata,2019,03,762372
Linea 3,Zapata,2019,04,703399
Linea 3,Zapata,2019,05,813826
Linea 3,Zapata,2019,06,754657
Linea 3,Zapata,2019,07,724769
Linea 3,Zapata,2019,08,799067
Linea 3,Zapata,2019,09,730813
Linea 3,Zapata,2019,10,763864
Linea 3,Zapata,2019,11,778191
Linea 3,Zapata,2019,12,696223
Linea 3,Zapata,2020,01,723364
Linea 3,Zapata,2020,02,708074
Linea 3,Zapata,2020,03,584492
Linea 3,Zapata,2020,04,219158
Linea 3,Zapata,2020,05,201847
Linea 3,Zapata,2020,06,243096
Linea 3,Zapata,2020,07,306529
Linea 3,Zapata,2020,08,342842
Linea 3,Zapata,2020,09,337115
Linea 3,Zapata,2020,10,380522
Linea 3,Zapata,2020,11,359328
Linea 3,Zapata,2020,12,344974
Linea 3,Zapata,2021,01,67987
Linea 3,Zapata,2021,02,239268
Linea 3,Zapata,2021,03,315062
Linea 3,Zapata,2021,04,310070
Linea 3,Zapata,2021,05,673038
Linea 3,Zapata,2021,06,728751
Linea 3,Zapata,2021,07,734599
Linea 3,Zapata,2021,08,696589
Linea 3,Zapata,2021,09,720173
Linea 3,Zapata,2021,10,794887
Linea 3,Zapata,2021,11,806245
Linea 3,Zapata,2021,12,822609
Linea 3,Zapata,2022,01,693066
Linea 3,Zapata,2022,02,734446
Linea 3,Zapata,2022,03,896210
Linea 3,Zapata,2022,04,836113
Linea 3,Zapata,2022,05,958833
Linea 3,Zapata,2022,06,912559
Linea 3,Zapata,2022,07,845554
Linea 3,Zapata,2022,08,997911
Linea 3,Zapata,2022,09,993063
Linea 3,Zapata,2022,10,1051298
Linea 3,Zapata,2022,11,1012253
Linea 3,Zapata,2022,12,919209
Linea 3,Zapata,2023,01,738056
Linea 3,Zapata,2023,02,593285
Linea 3,Zapata,2023,03,646046
Linea 3,Zapata,2023,04,552227
Linea 3,Zapata,2023,05,613422
Linea 3,Zapata,2023,06,584449
Linea 3,Zapata,2023,07,548138
Linea 3,Zapata,2023,08,592858
Linea 3,Zapata,2023,09,566725
Linea 3,Zapata,2023,10,594164
Linea 3,Zapata,2023,11,536258
Linea 3,Zapata,2023,12,477289
Linea 3,Zapata,2024,01,519550
Linea 3,Zapata,2024,02,510799
Linea 3,Zapata,2024,03,475221
Linea 3,Zapata,2024,04,510770
Linea 3,Zapata,2024,05,516451
Linea 3,Zapata,2024,06,481465
Linea 3,Zapata,2024,07,483962
Linea 3,Zapata,2024,08,510397
Linea 3,Zapata,2024,09,495676
Linea 3,Zapata,2024,10,537438
Linea 3,Zapata,2024,11,497309
Linea 3,Zapata,2024,12,448359
Linea 3,Zapata,2025,01,475516
Linea 3,Zapata,2025,02,463146
Linea 3,Zapata,2025,03,501979
Linea 3,Zapata,2025,04,460597
Linea 3,Zapata,2025,05,486413
Linea 3,Zapata,2025,06,453212
Linea 3,Zapata,2025,07,464506
Linea 3,Zapata,2025,08,471837
Linea 3,Zapata,2025,09,462598
Linea 3,Zapata,2025,10,493370
Linea 3,Zapata,2025,11,523677
Linea 3,Zapata,2025,12,431439
Linea 3,Zapata,2026,01,431487
Linea 3,Zapata,2026,02,419105
Linea 3,Zapata,2026,03,453078
Linea 3,Zapata,2026,04,413926
Linea 3,Zapata,2026,05,448557
Linea 3,Zapata,2026,06,439271
Linea 3,Zapata,2026,07,432543
Linea 4,Bondojito,2010,01,159408
Linea 4,Bondojito,2010,02,170331
Linea 4,Bondojito,2010,03,186861
Linea 4,Bondojito,2010,04,181072
Linea 4,Bondojito,2010,05,185186
Linea 4,Bondojito,2010,06,182063
Linea 4,Bondojito,2010,07,178748
Linea 4,Bondojito,2010,08,192629
Linea 4,Bondojito,2010,09,184480
Linea 4,Bondojito,2010,10,201544
Linea 4,Bondojito,2010,11,187007
Linea 4,Bondojito,2010,12,213493
Linea 4,Bondojito,2011,01,214224
Linea 4,Bondojito,2011,02,213037
Linea 4,Bondojito,2011,03,238508
Linea 4,Bondojito,2011,04,210366
Linea 4,Bondojito,2011,05,232422
Linea 4,Bondojito,2011,06,226234
Linea 4,Bondojito,2011,07,225119
Linea 4,Bondojito,2011,08,245285
Linea 4,Bondojito,2011,09,237877
Linea 4,Bondojito,2011,10,264594
Linea 4,Bondojito,2011,11,248889
Linea 4,Bondojito,2011,12,260713
Linea 4,Bondojito,2012,01,215046
Linea 4,Bondojito,2012,02,206117
Linea 4,Bondojito,2012,03,224839
Linea 4,Bondojito,2012,04,197959
Linea 4,Bondojito,2012,05,220839
Linea 4,Bondojito,2012,06,205921
Linea 4,Bondojito,2012,07,212709
Linea 4,Bondojito,2012,08,235541
Linea 4,Bondojito,2012,09,229608
Linea 4,Bondojito,2012,10,253098
Linea 4,Bondojito,2012,11,190212
Linea 4,Bondojito,2012,12,195842
Linea 4,Bondojito,2013,01,185385
Linea 4,Bondojito,2013,02,171402
Linea 4,Bondojito,2013,03,175152
Linea 4,Bondojito,2013,04,193946
Linea 4,Bondojito,2013,05,197340
Linea 4,Bondojito,2013,06,189168
Linea 4,Bondojito,2013,07,191571
Linea 4,Bondojito,2013,08,209827
Linea 4,Bondojito,2013,09,200038
Linea 4,Bondojito,2013,10,226644
Linea 4,Bondojito,2013,11,213733
Linea 4,Bondojito,2013,12,218011
Linea 4,Bondojito,2014,01,195778
Linea 4,Bondojito,2014,02,181953
Linea 4,Bondojito,2014,03,196595
Linea 4,Bondojito,2014,04,183519
Linea 4,Bondojito,2014,05,178554
Linea 4,Bondojito,2014,06,187876
Linea 4,Bondojito,2014,07,194388
Linea 4,Bondojito,2014,08,195313
Linea 4,Bondojito,2014,09,192873
Linea 4,Bondojito,2014,10,211098
Linea 4,Bondojito,2014,11,194217
Linea 4,Bondojito,2014,12,211160
Linea 4,Bondojito,2015,01,192477
Linea 4,Bondojito,2015,02,182426
Linea 4,Bondojito,2015,03,198011
Linea 4,Bondojito,2015,04,185269
Linea 4,Bondojito,2015,05,194483
Linea 4,Bondojito,2015,06,193464
Linea 4,Bondojito,2015,07,195892
Linea 4,Bondojito,2015,08,201987
Linea 4,Bondojito,2015,09,211301
Linea 4,Bondojito,2015,10,234073
Linea 4,Bondojito,2015,11,217700
Linea 4,Bondojito,2015,12,231305
Linea 4,Bondojito,2016,01,206859
Linea 4,Bondojito,2016,02,202842
Linea 4,Bondojito,2016,03,184575
Linea 4,Bondojito,2016,04,216624
Linea 4,Bondojito,2016,05,217558
Linea 4,Bondojito,2016,06,207008
Linea 4,Bondojito,2016,07,202097
Linea 4,Bondojito,2016,08,197138
Linea 4,Bondojito,2016,09,190957
Linea 4,Bondojito,2016,10,211806
Linea 4,Bondojito,2016,11,199289
Linea 4,Bondojito,2016,12,223028
Linea 4,Bondojito,2017,01,198613
Linea 4,Bondojito,2017,02,183701
Linea 4,Bondojito,2017,03,207917
Linea 4,Bondojito,2017,04,162405
Linea 4,Bondojito,2017,05,155820
Linea 4,Bondojito,2017,06,189725
Linea 4,Bondojito,2017,07,196060
Linea 4,Bondojito,2017,08,207323
Linea 4,Bondojito,2017,09,140971
Linea 4,Bondojito,2017,10,220463
Linea 4,Bondojito,2017,11,211959
Linea 4,Bondojito,2017,12,222029
Linea 4,Bondojito,2018,01,201952
Linea 4,Bondojito,2018,02,193541
Linea 4,Bondojito,2018,03,201031
Linea 4,Bondojito,2018,04,198928
Linea 4,Bondojito,2018,05,201894
Linea 4,Bondojito,2018,06,193615
Linea 4,Bondojito,2018,07,186480
Linea 4,Bondojito,2018,08,201437
Linea 4,Bondojito,2018,09,190560
Linea 4,Bondojito,2018,10,215439
Linea 4,Bondojito,2018,11,198687
Linea 4,Bondojito,2018,12,210125
Linea 4,Bondojito,2019,01,193712
Linea 4,Bondojito,2019,02,185616
Linea 4,Bondojito,2019,03,198825
Linea 4,Bondojito,2019,04,182307
Linea 4,Bondojito,2019,05,203385
Linea 4,Bondojito,2019,06,198461
Linea 4,Bondojito,2019,07,192672
Linea 4,Bondojito,2019,08,203908
Linea 4,Bondojito,2019,09,193436
Linea 4,Bondojito,2019,10,208019
Linea 4,Bondojito,2019,11,207879
Linea 4,Bondojito,2019,12,203522
Linea 4,Bondojito,2020,01,199064
Linea 4,Bondojito,2020,02,190476
Linea 4,Bondojito,2020,03,170600
Linea 4,Bondojito,2020,04,41898
Linea 4,Bondojito,2020,05,0
Linea 4,Bondojito,2020,06,31146
Linea 4,Bondojito,2020,07,80697
Linea 4,Bondojito,2020,08,85063
Linea 4,Bondojito,2020,09,86884
Linea 4,Bondojito,2020,10,101559
Linea 4,Bondojito,2020,11,101742
Linea 4,Bondojito,2020,12,98470
Linea 4,Bondojito,2021,01,66829
Linea 4,Bondojito,2021,02,75982
Linea 4,Bondojito,2021,03,83046
Linea 4,Bondojito,2021,04,82948
Linea 4,Bondojito,2021,05,99028
Linea 4,Bondojito,2021,06,92816
Linea 4,Bondojito,2021,07,107242
Linea 4,Bondojito,2021,08,105725
Linea 4,Bondojito,2021,09,105452
Linea 4,Bondojito,2021,10,135624
Linea 4,Bondojito,2021,11,138443
Linea 4,Bondojito,2021,12,149756
Linea 4,Bondojito,2022,01,119344
Linea 4,Bondojito,2022,02,119115
Linea 4,Bondojito,2022,03,144178
Linea 4,Bondojito,2022,04,133932
Linea 4,Bondojito,2022,05,147893
Linea 4,Bondojito,2022,06,145557
Linea 4,Bondojito,2022,07,138455
Linea 4,Bondojito,2022,08,145718
Linea 4,Bondojito,2022,09,143154
Linea 4,Bondojito,2022,10,159577
Linea 4,Bondojito,2022,11,152580
Linea 4,Bondojito,2022,12,164783
Linea 4,Bondojito,2023,01,152304
Linea 4,Bondojito,2023,02,139543
Linea 4,Bondojito,2023,03,152352
Linea 4,Bondojito,2023,04,138294
Linea 4,Bondojito,2023,05,155055
Linea 4,Bondojito,2023,06,148647
Linea 4,Bondojito,2023,07,147793
Linea 4,Bondojito,2023,08,149423
Linea 4,Bondojito,2023,09,149688
Linea 4,Bondojito,2023,10,164535
Linea 4,Bondojito,2023,11,155599
Linea 4,Bondojito,2023,12,167840
Linea 4,Bondojito,2024,01,151843
Linea 4,Bondojito,2024,02,138329
Linea 4,Bondojito,2024,03,141061
Linea 4,Bondojito,2024,04,152959
